,date,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000858.SZ,X002304.SZ,X000625.SZ,X600276.SH,X000063.SZ,X600690.SH,X600031.SH,X002241.SZ,X000338.SZ,X000157.SZ,X600703.SH,X600741.SH,X002236.SZ,X000100.SZ,X002475.SZ,X601877.SH,X000568.SZ,X300124.SZ
1231,2019-10-30,0.0100238770606071,0.0116510253157542,0.0135363264057207,0.00975233143813635,0.0179377764033183,0.0152907471460918,0.0120618494977427,0.0127918690418652,0.011340135530765,0.0213663795880458,0.00783541848153945,0.00893384269600424,0.0234533168150419,0.0130592623087856,0.0121474043288398,0.0266207240980953,0.0156834702795564,0.0187056555825823,0.0136804455063019,0.0173375095425716,0.00845447348971083,0.0167276233064913,0.0118961515642209
1232,2019-10-31,0.00995277788557189,0.0116665418164924,0.0135335295072537,0.00974502560733206,0.017940505490338,0.015307801607674,0.0120594766138587,0.0128718465044134,0.0113422186879365,0.0213704485693515,0.00782821194419361,0.0092696769016914,0.0233808928155564,0.0133539580096234,0.0120751074308032,0.0266308821554578,0.0156836558921336,0.0185869798449831,0.0136879588024913,0.0183669016025911,0.00845177208600381,0.0167093145459346,0.0118844215912309
1233,2019-11-01,0.00992912190273362,0.0116692505585429,0.0134569935639745,0.00992564267006034,0.0180812460798701,0.0153899941746197,0.0120427533367945,0.0129055099950549,0.0112833556048309,0.0212991878990067,0.00791317868208362,0.00987346207537228,0.0234292532132933,0.0134352899168389,0.0109908516353489,0.0267506553576448,0.0160097653076918,0.0185459100524435,0.0136912745989136,0.0192313563587394,0.0084319338592799,0.0167161784500185,0.0118665149962261
1234,2019-11-04,0.00968759350616056,0.0116329943595613,0.0132889092898043,0.00996823999736971,0.0179494988064989,0.015344569854778,0.0120761506082043,0.0127915477393812,0.0112710024995837,0.0211829417572378,0.00775669860440841,0.00992172042905873,0.0234307927475971,0.013412915101354,0.0109019263135293,0.0268409865675444,0.016008766687205,0.0185687323473689,0.0136117197697281,0.0191277642521604,0.00843091859462576,0.0166598042777047,0.0118792473977659
1235,2019-11-05,0.00955722828156842,0.0116421180423509,0.0133035406720813,0.00995195738007496,0.0179680269466305,0.015285230802447,0.0119980099390564,0.0127921801516096,0.0112872869042559,0.0212412571600138,0.00778402834281065,0.00990636798045884,0.0234097848572006,0.0133301652061959,0.010443028073582,0.0268699040885067,0.0162232542889525,0.018580891299873,0.013668321393849,0.019059839542291,0.00838443368988337,0.0165215016591787,0.011833295175746
1236,2019-11-06,0.00945240796679406,0.0117882094274047,0.0132737707182394,0.00983577779015606,0.018098112445278,0.0154079847888674,0.0119867965327378,0.0129403097459665,0.0113596858919717,0.0212431304363985,0.00782661882638066,0.00999417212616709,0.0236513603209463,0.0132943662613275,0.0104163618179663,0.0269534114415301,0.0162569523908669,0.0185330539088386,0.0137010514921587,0.019180346916537,0.00838321239678476,0.0164510779300296,0.0118307787252694
1237,2019-11-07,0.0091063287303508,0.0117053419078086,0.0125498480248773,0.00958648053322098,0.017692749922895,0.0154088211785039,0.0117167263810143,0.0128033757046215,0.0112246599234376,0.021138126892412,0.00711127797514878,0.00988239090646397,0.0229478179055709,0.0128797889607448,0.0102324128102368,0.026958383644357,0.015939369516522,0.0180392194498531,0.0138177004149681,0.0188034638503012,0.00839836577942262,0.0163740697022122,0.0120061626018865
1238,2019-11-08,0.00880360509953689,0.0116109736629157,0.0122296761529252,0.00904731669994049,0.0174969160985165,0.0151827900836277,0.0111214446975322,0.0124252848099468,0.010353991575292,0.021063078812132,0.00684244502544721,0.00958977078386903,0.0226943833945648,0.0127112596500681,0.0100483358977178,0.0271304691455729,0.0151294301627546,0.0180665651342083,0.0137959526430485,0.0184593482570281,0.00838881786474988,0.0161660552183134,0.0120025763025534
1239,2019-11-11,0.00873062514009836,0.0115509502425953,0.0117895593584476,0.00967429362715086,0.0174775331192787,0.0151410716794977,0.0111944421254364,0.012550693757505,0.0106332939155089,0.0211537585381493,0.00742401140106574,0.00960251423220091,0.0226937843329227,0.0126663117377309,0.0103241478879314,0.0270907410065916,0.0151323812566858,0.0180701284586478,0.0137464581864861,0.0185640183678978,0.00839843174190886,0.0160735079319865,0.0119996673903811
1240,2019-11-12,0.00869518915121,0.0115317057917502,0.0113784924398304,0.00995581648473013,0.0169249505983861,0.0150601179920497,0.0111849862005367,0.0125566961608002,0.0106374442412241,0.0211621572914812,0.00747525974799881,0.00960820940630416,0.0227779268017767,0.0124930129728085,0.00991300090676232,0.0270700899861105,0.0150880883242744,0.0180279397615502,0.013619210371338,0.0186941889727859,0.00838115218675037,0.015992879433325,0.0117378276222784
1241,2019-11-13,0.0080663420188001,0.0116047644261343,0.011372279038137,0.00999821621435654,0.0168451569439242,0.0151258068595389,0.011009881291608,0.0115837000045182,0.0101279758619335,0.0211522320926124,0.00734920424528496,0.00961836086368385,0.022761274961129,0.012377553746234,0.00991400412172349,0.0271160434165052,0.0148346162585748,0.0180106418140362,0.0137567705843298,0.0185707321348148,0.00828453235030106,0.0160167201537603,0.0116974992218885
1242,2019-11-14,0.00807085676487316,0.0115083540630114,0.0106315436563149,0.00975038941176216,0.0165602456207775,0.015013142137397,0.010878398727786,0.0115756205693603,0.0100075203157909,0.0199358072791389,0.00719124955909598,0.00949868015161221,0.0232979254966404,0.0121404775640776,0.00974227053229502,0.0278562440715393,0.0144023965702845,0.0177303820260032,0.013410924759225,0.0179913484069356,0.00830259594324723,0.0156906213417317,0.0117826310203798
1243,2019-11-15,0.00804669983617236,0.0111111462227121,0.010328799884288,0.01018199471103,0.0143867446740723,0.0149241259426498,0.0108250295581806,0.0112724992594148,0.00998321890502162,0.0198230897916641,0.0069316176325288,0.00931758078459314,0.0225862274812125,0.0117481624834626,0.0098384097881856,0.02804705088413,0.0143973440734277,0.0165413676643551,0.0133812030661557,0.0168047331989644,0.0082444506670135,0.0154964998374135,0.0117766952730173
1244,2019-11-18,0.00804929849977336,0.0111660230090534,0.0101297277306744,0.0104236900286371,0.0142054858776629,0.0149330460203873,0.0108269470587467,0.0112742936032566,0.00997727387049392,0.0193470915292074,0.00701328222279771,0.00890402959960259,0.0225534617416144,0.0117568722272919,0.00983232859026347,0.0279945751821451,0.0140555441702068,0.016462190100415,0.0133099750085072,0.0167865057596737,0.00827364570763354,0.0153418001731709,0.0117788939646825
1245,2019-11-19,0.00769970215804356,0.0111248555457118,0.0102264914345003,0.0103768699375323,0.0143019631198631,0.0144215984463787,0.0108752734407066,0.0112645863589253,0.00964096892501516,0.0190033350874788,0.00704769553759816,0.00886847792920803,0.0229383456636245,0.0118077282345042,0.00996937591181978,0.0279880590447273,0.0146747847204098,0.016444387406891,0.0132144608634993,0.0166174643272734,0.00842177402995188,0.0151938341419952,0.0118760720476556
1246,2019-11-20,0.00734761842888898,0.0111593111401136,0.0102641780400423,0.0107088763241031,0.0139726646045797,0.0144115156841105,0.0109201338328002,0.0109923127049628,0.00958962919826759,0.0189752043899681,0.00709266084984159,0.00883513736900774,0.0229474263205333,0.011845517584982,0.0101479562314978,0.0281714150108995,0.0144621151866804,0.0164084792293363,0.0133472501617635,0.0163335614361325,0.00840681145629847,0.0151922809341312,0.0116325026492713
1247,2019-11-21,0.00731675867081897,0.0110793890143309,0.0103102440342891,0.0107894917934669,0.013805892657917,0.0143794643988163,0.0109491903857514,0.0108962630984903,0.00969386649353446,0.0188050214797148,0.00690375665577152,0.00879175136785517,0.0228610538536624,0.0118078882487094,0.0101127197393114,0.027488349328347,0.0142667822907226,0.0163823186743975,0.0133584207705803,0.0163285101660157,0.00840098362752138,0.0151926225511452,0.011492880905341
1248,2019-11-22,0.00728677927979169,0.011382878386417,0.00995589595505061,0.0107649186653206,0.0141849685945246,0.0146359718267481,0.0109511263173958,0.0104693311442659,0.0103379559262322,0.0187851552185699,0.00690236745459401,0.00877889676130333,0.0233182994571094,0.0110050572987838,0.0102915013044919,0.0271842772047822,0.0143435101113139,0.016244943517723,0.0130754349871593,0.0160135802536213,0.00836753149510395,0.0155026254933774,0.0112492337031616
1249,2019-11-25,0.00728538214575794,0.0112698244074659,0.00994640035801522,0.0107341438357626,0.0151754275931832,0.0145109390022523,0.0109829692816505,0.0109688882184382,0.0103804489281201,0.01850983138543,0.00690403967804995,0.00897640414205803,0.0238684317908,0.0110622688370813,0.0103788971731082,0.0280907983340823,0.0143811429076147,0.0167352358116576,0.0130651898864922,0.016019877947463,0.00874856016988412,0.0154240558124337,0.0112581899354484
1250,2019-11-26,0.00726705845763801,0.0113125704550315,0.0103347289946932,0.0109741697246263,0.0151516482091948,0.0145491561047354,0.0109451593319533,0.0114989785330762,0.0103948681256285,0.018552393360341,0.00681636378848569,0.00901186108558085,0.0237938396234212,0.0110723341897785,0.0104401041445182,0.0283112073240061,0.0141303421556863,0.0166978455420769,0.0132594813547603,0.0162933739896849,0.00895206815151963,0.0152840808197403,0.0113471199407298
1251,2019-11-27,0.00726962193665493,0.0113146154822881,0.0102816271251193,0.0110191647703233,0.015518133121482,0.0143864061024211,0.0108544648162642,0.0119291187814608,0.0104408326692335,0.0175298306830893,0.00679335025342008,0.00889694270209966,0.0240697154530498,0.0110738152391738,0.0105544912131548,0.0292358370202033,0.014092330257285,0.0166924974952455,0.0130654775964113,0.0163627111148382,0.00896664682430893,0.0151674955472258,0.0113462238843229
1252,2019-11-28,0.0065678547423836,0.011315926179507,0.0101249049175967,0.0108769855167172,0.015521540555518,0.0143949451923632,0.0108394329989091,0.0119402567910215,0.00963135863721566,0.0169943933265242,0.00680549536671504,0.00880836297285987,0.0241983221804783,0.0110699275134065,0.0103517621308659,0.0288678695500717,0.0136399495750585,0.0167322314227063,0.0130417632028739,0.016266935763132,0.00900913571190231,0.0151140425845069,0.011347218562086
1253,2019-11-29,0.00640832403607658,0.011857544512864,0.0099350295689852,0.0114873284638133,0.0158577502702428,0.0144844424534181,0.0106821454592653,0.0119358077610334,0.0104180240946822,0.0156723874199126,0.00686034054838651,0.00883682573745705,0.024197741932087,0.0108700643742933,0.00992159446921572,0.0285510710909387,0.0135697143387595,0.0163704346138704,0.0132291748320257,0.0160367449894334,0.00721093827997606,0.015316570422952,0.0112840226157261
1254,2019-12-02,0.00609873525018243,0.0117199683796838,0.00993034873632792,0.0107700125672118,0.0159782350215694,0.014374417944769,0.0104020489279092,0.0116205588716949,0.0103709570598338,0.0156728892069292,0.00694954772526713,0.00882495684713612,0.0240724471413325,0.010576186710719,0.0099022824199745,0.0286803452194765,0.0134920845801139,0.016242948552935,0.0131232570465756,0.0158926534449007,0.00718421307973342,0.0150493268704096,0.0112865889782953
1255,2019-12-03,0.00611588637706452,0.0119061714504829,0.00975195428883939,0.0108046110483816,0.016041516632139,0.0143217185837995,0.0105908195102465,0.0116973286786595,0.0103794246269869,0.0153537900758507,0.00702906695144422,0.00869163861457962,0.024072448783861,0.0102751554747962,0.00975197619204854,0.0285116089480487,0.013554451519156,0.016216493452186,0.0130787043296399,0.0159115055528547,0.00714559681390805,0.0150368733064458,0.011250386828054
1256,2019-12-04,0.00617737926094377,0.0119240670695772,0.00971452065492907,0.0111880354750779,0.0161174817596264,0.0143727309602956,0.0105547088974487,0.0118095784611087,0.0103541072524574,0.0137287613540679,0.00709725568772741,0.00872078405767768,0.0239936456445862,0.0102823135508759,0.00973640227781351,0.0283654538842389,0.0134856334045747,0.0162112398245398,0.0131010895037143,0.0160920340135513,0.0070766752199,0.0149011371492242,0.0113093092839384
1257,2019-12-05,0.00594392272053832,0.0119525592791484,0.00949820142504905,0.0110665528998418,0.0158567487406035,0.0138871597642192,0.0100698038202077,0.0117586881151317,0.010080666653308,0.014094916044612,0.00708481963529919,0.00881706265706542,0.0242466528596435,0.0104916616387558,0.00976277657839783,0.0278432259398554,0.0134883955019339,0.0161743783625128,0.0131074069548629,0.0163930783706245,0.00703945412677502,0.0133726774930195,0.0115688615468648
1258,2019-12-06,0.00590520327381447,0.0124197359097567,0.00934399059635234,0.011264928069825,0.0157959199366209,0.0139234771051595,0.010359370814524,0.0118712165162863,0.0100475079187767,0.01353242605581,0.00711260913257653,0.00870337458118163,0.0236896409168021,0.010187282464111,0.00976199750018142,0.0278756267970648,0.0135266055285287,0.0158128057134069,0.0129188474329327,0.0163523415447266,0.00704176289033411,0.0135460220635255,0.0113499452329104
1259,2019-12-09,0.00586178589398073,0.0124770351836028,0.00910680990170353,0.0113508754426878,0.0151079171797603,0.0139119869219769,0.0102706634061464,0.0116134191322857,0.0106524259251657,0.0130238093561333,0.00712466579153472,0.00881232527129747,0.0227638672289352,0.0101994322931931,0.0094408764131047,0.0276192164188337,0.013558026037963,0.0156421718373291,0.0128091670757749,0.0162530107690981,0.00705483366660704,0.0134264049844114,0.011351079927601
1260,2019-12-10,0.00566309477888675,0.0124884242448684,0.00917634053115831,0.0114098241368612,0.0150928905276379,0.0138120086814402,0.0101351988764267,0.0116453727344126,0.0107592134451606,0.0136990263554589,0.00706469411297349,0.00873266847687959,0.0237439393122648,0.0102956832017294,0.00943366664745255,0.0275504203440277,0.0135464168501011,0.0157040085256335,0.0129153757038434,0.0165713703210371,0.00703742577896705,0.0132182663095781,0.011391510872106
1261,2019-12-11,0.00555289576056502,0.0125647041135612,0.00956994420691155,0.0114379984944096,0.0150741804765272,0.0138372851403481,0.0101137626224115,0.0116311993366862,0.0106100849906568,0.0137098591504897,0.00704133384705072,0.00885414961177358,0.0239798565244761,0.0102731032254473,0.00916828645208503,0.0283506152166098,0.0133960847898892,0.0159159506082727,0.013938738771264,0.0166575818298555,0.00703592882584782,0.0131163630104779,0.0114255027246959
1262,2019-12-12,0.00519226326036893,0.0125844795619591,0.00958400523460404,0.0114201394245737,0.0151539493956094,0.0137735313108185,0.0101058797106215,0.0108964097492219,0.010332947838927,0.0138275804401744,0.00704238408503303,0.00918018975950287,0.0239530488208309,0.0102730613552288,0.00911937784809937,0.0281343649404725,0.0133014867830453,0.0157257288311827,0.0139495071620655,0.0166390461350611,0.00703446434867724,0.0130889554280954,0.0114108970300864
1263,2019-12-13,0.00517730116027139,0.0126250775044287,0.00944079709326879,0.0124658969802116,0.0156682990051014,0.0140003522146463,0.0101905295107603,0.0108005544615737,0.0103880445127696,0.0140636040829092,0.00697808051749572,0.00928314889468663,0.0233796853242124,0.0102010081620029,0.00935429901368234,0.0277841269581007,0.0132304600966548,0.0149844021606002,0.0136704276282482,0.0166292390153425,0.00691753269895163,0.0133612518945247,0.0113432227231531
1264,2019-12-16,0.00503163429340512,0.0126799863146246,0.0105437572125254,0.0126493480289743,0.0155837292870994,0.0139877021585533,0.0102208612867212,0.0108270373925862,0.0103387645530726,0.0144110152392469,0.00702871665772513,0.00927703426906967,0.0240734918855203,0.0102383180116977,0.00921232537354269,0.0282360472962674,0.0132939934603724,0.0149166263907325,0.0153208467346176,0.0166065884053875,0.00694750336886711,0.0133626289517175,0.0114749969069424
1265,2019-12-17,0.00500400068828701,0.0117424019984538,0.0105145625025276,0.0127418764859219,0.0156023581148979,0.0124184035886761,0.00963041268720389,0.0110548514013944,0.0102571573379221,0.0142912554250014,0.00690974960899353,0.00928161516922101,0.0240482057523705,0.0100114787564799,0.00923125662971438,0.0282290920644085,0.0131868086805399,0.0147896228469818,0.016202233247546,0.0164207435086028,0.00695462317718295,0.0122268453962198,0.0113445363893099
1266,2019-12-18,0.00502961223724458,0.0116412084952949,0.0105714895181987,0.0127423922511083,0.0155535482436562,0.0120325791629793,0.00955564240823721,0.0110296854497223,0.0102278359414924,0.0142368100413005,0.00694118612115834,0.00935497210703484,0.0241285642993204,0.00998590435414326,0.00923305305807182,0.0282398827594011,0.0131736118414739,0.0146864492501268,0.0162614962476076,0.0165614293256268,0.00695966298875532,0.0118928627329006,0.0113714834988073
1267,2019-12-19,0.00499690816299961,0.0116607727884151,0.0106215698518277,0.0128311150269219,0.0154910951397497,0.0119809219343432,0.00953313234333153,0.0111881093418487,0.0101444799099874,0.0142457643168531,0.00687415329486107,0.00949419442635485,0.0239460539801803,0.00998418368439954,0.00919185490399173,0.0286429108177337,0.0131616917358761,0.0147948835618536,0.0162666172728469,0.0167586988434743,0.00690789385722991,0.0118090375184056,0.0113245494902532
1268,2019-12-20,0.00489245676366504,0.0116517372033581,0.0105452186180519,0.0128155542112675,0.0154287546885724,0.0119032890234821,0.00927683089810485,0.0119014992224052,0.0102246609332635,0.014331137606994,0.00687641476452845,0.00948920053652175,0.0240164930831673,0.00952725550165173,0.00915622703710669,0.0285356784090231,0.0130418809298713,0.0147907081474942,0.0161698837571396,0.016786351187466,0.00656456334307962,0.0117982312473437,0.0111374182802758
1269,2019-12-23,0.00488153353321932,0.0112009589313401,0.0107390024373882,0.0129324933617602,0.0154295592812272,0.0111487913372305,0.00924866229684628,0.0119988706208174,0.010166464813337,0.0145591563491177,0.00681136411830066,0.00949247315999852,0.0243187301135648,0.00952899388763036,0.00900104648729021,0.0283770995630069,0.0130834215279347,0.0150110662678471,0.0162899122958741,0.0168289590273793,0.00689718177239325,0.0114857814581353,0.0111363359974008
1270,2019-12-24,0.00488558308337051,0.0112463254076661,0.0106829622082433,0.0132242344037678,0.0153833987470171,0.0111106666628647,0.00930133991440357,0.0119533328453887,0.0101990935963896,0.0147571506139119,0.00740889943570827,0.00948470275667553,0.0242098847559962,0.0099255395138276,0.00922639031197684,0.0279892601274823,0.0131721124496442,0.0148625910498405,0.0162683146057174,0.0167868132728079,0.00690871894480224,0.0115016067332343,0.011231145618764
1271,2019-12-25,0.00485140641434343,0.011178014600139,0.0106417150986897,0.0132341976608161,0.0156814386695563,0.0111146928787087,0.00930299986504307,0.0120928450432324,0.0102271297799828,0.0149602546631834,0.00740910612264464,0.00920577957011787,0.0240943915452431,0.0101295553556928,0.0090553534435837,0.0279819288332832,0.0132058272987784,0.0148570042536762,0.0162607888677372,0.0167980197980503,0.00685481901075812,0.011393858516904,0.0113167708978095
1272,2019-12-26,0.00459796886684336,0.0111684016528446,0.0106392335172277,0.0134640719548632,0.0157986778304215,0.011085423228254,0.00889637315864618,0.0119616206770533,0.0101789029189488,0.0149570602848477,0.00768503880745532,0.00913358755913912,0.0238321070816848,0.00996570483049549,0.00877828699478002,0.0279410904047269,0.013167213554957,0.0149000988589043,0.0163293250377638,0.0168403218628974,0.00659717697565641,0.0110646249779749,0.0112985520932095
1273,2019-12-27,0.00462825774008464,0.0112693859527334,0.0112485561004789,0.0132730322889447,0.0158028006857995,0.0108076154529718,0.00883502653823901,0.0119441381840016,0.0102593065012622,0.0150379822351287,0.00776225751921919,0.0092938966693229,0.0236743487829545,0.00987694400604851,0.00865734643135314,0.028165240125293,0.0131174219391326,0.0149180121403682,0.0168628605742637,0.0167950791320773,0.00662255408813561,0.0110141557196451,0.0114869434457366
1274,2019-12-30,0.00462971924485992,0.0118329033373985,0.0108732734066626,0.0133663123856808,0.0161963726722325,0.0115282541283946,0.00866038288313742,0.012909221709773,0.0106993922772946,0.0147523199552983,0.0077647470533402,0.00956900740432596,0.0233692961107021,0.00999218346421284,0.00863120818653707,0.0273590187556572,0.0121997625184637,0.0154687092649187,0.0163603182533296,0.0167221625693081,0.00649620442192586,0.0116196684948787,0.011920416788591
1275,2019-12-31,0.00466624070861571,0.0118452298789341,0.0107983349159009,0.0132515013044103,0.0163504666377412,0.0113843647965214,0.00838014181275253,0.0138601764240904,0.0111286574805088,0.0145558332372074,0.00782782261954968,0.00969333905057018,0.0233171837768448,0.0100931671824641,0.00878106246937931,0.0265678747820891,0.0124398794683838,0.0150714817255295,0.0158623791819942,0.0168976172272461,0.0064967508799325,0.0116476828183052,0.0119083705765322
1276,2020-01-02,0.00481356171249097,0.0126688755093649,0.0107785058425864,0.0133156244615998,0.017381882684286,0.0113629551313896,0.00845731743095931,0.015916992488104,0.0111743589520036,0.0146642327954538,0.00798486876437752,0.0100334076399767,0.0232524767410801,0.0105883947667872,0.00939858305032278,0.0272260392144113,0.0129464866968457,0.0161843997375188,0.0160110151626676,0.0174550245458452,0.00654288150211682,0.0115339897942332,0.0120039161196408
1277,2020-01-03,0.00491163763166445,0.0133530591827929,0.0108703150508465,0.0133078317409397,0.0174798487607273,0.010989842449276,0.00817996924101321,0.0159368770574922,0.0110329499284835,0.0146880923737783,0.00858287787755566,0.00999783335371025,0.0221145415734788,0.0103044857282351,0.00931329571479251,0.0270859796433532,0.0127964244903538,0.0160130937167834,0.0162548515719685,0.0170440681100761,0.00663424417435603,0.0112924386334086,0.011984429951276
1278,2020-01-06,0.00554170362465299,0.0134693329788082,0.0108883273014947,0.0133133168339004,0.0175928541786736,0.0109981950310314,0.00852577697693412,0.0159332228789659,0.0110486649733482,0.0146586468601333,0.00859034962981233,0.0104110516525485,0.0219877051144544,0.0134020760215404,0.00963055542894301,0.0270064519112492,0.0127861645718436,0.0164926043540091,0.0162579346303883,0.0168558775132574,0.00660163797162084,0.0111224063828616,0.0119642225045659
1279,2020-01-07,0.00554250434545205,0.0135690106185532,0.010897618488784,0.0134489344081529,0.017625748133679,0.01085156109286,0.00848909508676968,0.0158498181594348,0.0110248101855192,0.0146898263268166,0.00882068708960469,0.0104238989710093,0.0219992693023816,0.0140372026855615,0.00969519415623465,0.0268608027093854,0.012807747317151,0.0164490072861696,0.0162559941735001,0.0168542524627567,0.00678429423867717,0.0112405287895642,0.0119665071085041
1280,2020-01-08,0.00553777816836199,0.0139413080936293,0.0110208895414431,0.0132419266351135,0.0171317932967994,0.0109005233017701,0.00851367792231871,0.0158111564212704,0.0109857379220171,0.0147964093051715,0.00883427226760687,0.0104173682665598,0.0224547255042012,0.0148386063894026,0.00978840216763654,0.0269148954666662,0.0127767494240057,0.0155499584025668,0.0166167543346474,0.0168785355320176,0.00675693733855307,0.011206993006755,0.0118885545366679
1281,2020-01-09,0.00560567146851323,0.0140189276051035,0.0110429704315169,0.0136643103992535,0.0174836989145977,0.0112264613631067,0.00851241516411572,0.0160099929132378,0.0109118280868575,0.015006263379245,0.00891082824924584,0.0106773190045505,0.0233293062279797,0.0151617568591275,0.00982230822445105,0.0269098727175807,0.0132737846232633,0.0156352352804151,0.0166986308720206,0.0171624430402725,0.00718364844472992,0.0114810017466466,0.0118891001951615
1282,2020-01-10,0.00562304226335201,0.0140391850929548,0.0110299403082373,0.0136766292016156,0.0173994440790977,0.0113777720112773,0.00850717234913459,0.0159961340320986,0.0111468153793072,0.0149522189457258,0.00891684140607168,0.0107404539938667,0.0235015661381367,0.015944083014847,0.00985717645853857,0.026541923379313,0.0132077761002791,0.0156253784886304,0.01664132024337,0.0171402344341241,0.00713691828428196,0.0115943804825083,0.0118866791353329
1283,2020-01-13,0.00553938690105966,0.0140356790241958,0.0108677054628679,0.0136818511530005,0.0174889593223028,0.0112618960905128,0.00840094523236731,0.0160560746106326,0.0111788016353983,0.0152156872842472,0.00905951576397018,0.0107498174490984,0.0232027142957725,0.0162487218841958,0.00988549562172519,0.0259931179317946,0.0126540074519683,0.0153646585393634,0.0163376698279644,0.0167983661954872,0.00739313799878117,0.0120137724204389,0.0103170721057194
1284,2020-01-14,0.00554178339625048,0.0141825633937709,0.0108843710090747,0.0137579412155499,0.0175490016652516,0.0108695217992039,0.00835783891240519,0.0169730249148272,0.0113212526598663,0.0153511215223133,0.00912222793062806,0.0108205644281042,0.0232710822124467,0.0166743705107064,0.00988027536953703,0.0260039226374318,0.0126716373153761,0.0154151891075393,0.0163264800919403,0.0168803094891826,0.00737578820681471,0.0117807007715247,0.0102244064544414
1285,2020-01-15,0.00556386905505073,0.0142146356720564,0.0108961444096245,0.0137186191331575,0.0175642518545317,0.0108852225503811,0.00838054855101222,0.0169731415607081,0.0113444043847101,0.0155448984341885,0.00911962711986776,0.0108564276641411,0.0235535645619944,0.0169959277659894,0.00986948652425404,0.0264335103992574,0.0126897508157165,0.0153995919562283,0.0163207813610604,0.0168910584236989,0.00737451686233702,0.0117967129960647,0.0100969869754084
1286,2020-01-16,0.00526505983066492,0.0142350683102413,0.0108633435395918,0.013761732309012,0.0173801932888064,0.0106508170335823,0.00829445028389662,0.016968405543319,0.0113477777031813,0.015280073506048,0.00909274710283356,0.0107295045068311,0.0231399607113647,0.0170751215500596,0.009869070006938,0.0261085181533999,0.012287572085559,0.0152619820322757,0.0161252028984484,0.0168990477281951,0.00728045416350745,0.0116917837075752,0.00997185935461503
1287,2020-01-17,0.00527683232702898,0.0142328230146629,0.0108983107180385,0.0137826161953909,0.0175213825075077,0.0107014829303394,0.00833449060833719,0.0169799201233936,0.0113259577840265,0.0153413958830195,0.00915237288440864,0.010734231924536,0.0231453085293896,0.0171923688206612,0.00987089854626209,0.0259879222563137,0.0122756183346378,0.0149351926547127,0.0161242453631314,0.0169647074024998,0.00728852003808881,0.0117578233929841,0.00999641065178391
1288,2020-01-20,0.00555585820663076,0.0144445817740508,0.0115961175028007,0.0139316344811157,0.0177542365118091,0.0106402376574764,0.00828387089247132,0.0170646954132608,0.0112629147315824,0.0163147767266534,0.0092394216652696,0.0107167549534698,0.0238797535236276,0.017168796305362,0.00989229158381989,0.0264736887952172,0.0122595095239802,0.0151254961445244,0.0164912046739017,0.016995957829518,0.00717323528101689,0.0117789144061455,0.00988813246615369
1289,2020-01-21,0.00696876269356782,0.0144629757592657,0.0117515050930888,0.0140667568731501,0.0179654261564141,0.0111971143957541,0.00884456651071248,0.0173698559969222,0.0112994791205978,0.0165677675701055,0.00924182470323724,0.0115030377262215,0.0234067295563874,0.0173442883426846,0.0106874108148918,0.0264267750572458,0.0123242145545293,0.0152071494342974,0.0165097222190015,0.0170736010369419,0.0072050865920739,0.0121877042364443,0.010186734939976
1290,2020-01-22,0.00694671751594145,0.0143401394653188,0.0117451294176513,0.014121500723455,0.0182608069606065,0.0108904142255986,0.00889965055272248,0.0177127610555486,0.01130633044104,0.0166895298211728,0.00923689792473043,0.0116289319173848,0.0243121889779308,0.0174184438657431,0.0109130719237577,0.0267263358189295,0.0123495599945872,0.0152738314539833,0.0165543578803752,0.0173635845469328,0.00716267331264068,0.011590908575042,0.0101871618040862
1291,2020-01-23,0.00765032181529798,0.0148652703765745,0.0123239587460814,0.0146968211415137,0.0192425790486734,0.0123044959547501,0.00957829039278087,0.0182699530790728,0.011338599578088,0.0176273789397549,0.00985763422319162,0.0128244277101228,0.0250927035567818,0.0182107535144135,0.0123243848853338,0.0268071367154476,0.0123734231406103,0.0166334429261217,0.0169848389474153,0.017783930527751,0.00742022461664707,0.0128094161331737,0.0107642663582302
1292,2020-02-03,0.0132558459895094,0.0159659456750939,0.0162884765408875,0.0172314181832412,0.0222022328881964,0.0159708701406551,0.0136434890822296,0.0210389927331564,0.0121451077639539,0.0208740347633142,0.0135661939942267,0.0174856420690175,0.0276443226153907,0.0214094584328066,0.0171269609123208,0.0286887504741769,0.0131739184409028,0.0203631405244233,0.0205610953282352,0.0212127402983848,0.0121854732764602,0.0172986627376662,0.0132199762198521
1293,2020-02-04,0.0132954529053555,0.0159453918804685,0.016302291876906,0.0177387823858348,0.0234611415472577,0.0160121515190118,0.0137023375551274,0.0210507747236886,0.0121913238757033,0.0223110895778775,0.0138389246760339,0.017591534500388,0.0289054923638169,0.0214718828744737,0.0178991283898757,0.0289246972897582,0.0139389325851337,0.0204291705157878,0.0206276952315148,0.0215201563489477,0.0121769356231779,0.0172532033357015,0.0132545268559506
1294,2020-02-05,0.0132887472887535,0.0162080596419936,0.0163121257427194,0.0178430553405181,0.0234600658180972,0.0160189625021461,0.013598545990559,0.0211166503783201,0.0126267390208261,0.0223119474704407,0.0137070360675752,0.017592897765534,0.0284363380211887,0.0214439369967512,0.0179141538448644,0.0289194020128237,0.0138976630641688,0.0204190076622973,0.0208231992873865,0.0214866711803788,0.0122760952838985,0.0171623627767388,0.0131995967701294
