,date,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000858.SZ,X002304.SZ,X000625.SZ,X600276.SH,X000063.SZ,X600690.SH,X600031.SH,X002241.SZ,X000338.SZ,X000157.SZ,X600703.SH,X600741.SH,X002236.SZ,X000100.SZ,X002475.SZ,X601877.SH,X000568.SZ,X300124.SZ
2437,2024-10-22,0.0170843076882378,0.0190343148221063,0.0222902185960663,0.0146195763109617,0.020295226742297,0.0251961183801397,0.0227288787181401,0.0256635197192022,0.0172157448807562,0.0214230521721512,0.0219069689756584,0.0203830477261687,0.0269956564427353,0.0217169740628734,0.0227248423282502,0.0229611623859213,0.0128328260350588,0.0234232610260773,0.0247346992094833,0.0260265826282706,0.0200822538368567,0.0325157169435143,0.0271526333543975
2438,2024-10-23,0.0170795514686631,0.0189568224307981,0.0223855830288772,0.0146079536309741,0.0202685576708691,0.0250543243885321,0.0227578592513116,0.0257600174352267,0.0172642559457383,0.0216751601303755,0.0218742663986535,0.0203695760020006,0.0269692377955688,0.0213857703327957,0.0224283032089265,0.0229079772347587,0.0128553396956967,0.0233659383736653,0.024397513384863,0.025917791180794,0.0201192528086047,0.0324864708035805,0.0271896341496066
2439,2024-10-24,0.0172550276631158,0.01907358361075,0.0223420596585905,0.0146707662132791,0.0203964153846645,0.0251409658258983,0.0228056944582598,0.025679246613929,0.0175854075155356,0.0217123560997996,0.0219563290875319,0.0204466350340106,0.0270639157130957,0.0214478254364608,0.0224935217375061,0.022900919878995,0.0130218982319097,0.0233976782470129,0.0242813827694938,0.0259449770997214,0.0201859380259681,0.0326945671400019,0.0274728109353074
2440,2024-10-25,0.0174048932624776,0.0190423163138044,0.0227171448345337,0.0146712298403252,0.020453603863616,0.0250197304159649,0.0228182438407839,0.025416529954325,0.0175248771280661,0.021633047679647,0.0218592547906735,0.0204525769137711,0.0270633901305797,0.0214820486654633,0.0225069475442439,0.0231141815219376,0.0130417200847343,0.0234356608802485,0.0245278388399222,0.0259422600762501,0.0204937619528862,0.0326619830718273,0.0279781505153229
2441,2024-10-28,0.01732024050704,0.0190425780554781,0.0227173374482201,0.0146712513350882,0.0204345501276792,0.0251671814347716,0.0229215905112246,0.025239198841145,0.0176808629200629,0.0216549817880708,0.021854356544143,0.0203317323957903,0.0270880266077052,0.0215901087230191,0.0225352561603819,0.0230637307545413,0.0132132446937308,0.0234349698355369,0.0245302738714302,0.02591521842566,0.0204932336320528,0.0326755408686667,0.0279876547896877
2442,2024-10-29,0.0173180518048927,0.0189767367605271,0.0222937391318563,0.0146585446637618,0.0203352001691426,0.0249847584712432,0.0228106008734847,0.0250508456451396,0.0183100493419113,0.0215509974307838,0.0217687288406662,0.0204200409721592,0.026943058594545,0.0213500908303911,0.0225384198533054,0.0228820416956238,0.0133728112739684,0.0231273320726199,0.024413328203983,0.0257122143337002,0.0204405508809559,0.0322878466727804,0.0279908762994253
2443,2024-10-30,0.0173343106776186,0.0189671079298271,0.0230624269696994,0.0145742393113449,0.0203549242433215,0.0249984028760807,0.0228029401533211,0.0249081287385673,0.0184948938063549,0.0215756266686487,0.0217853245923596,0.0204785225588554,0.026944216239841,0.0214415880791241,0.0225528781521386,0.0228526432398111,0.0134532342117336,0.023122244554533,0.0246174042238292,0.0256462586696109,0.020456432770483,0.0323628367425918,0.027963803640154
2444,2024-10-31,0.0173196640258037,0.0190015493469813,0.0236308521314136,0.0154020647486384,0.0203814270668949,0.025012957199772,0.0234772947367378,0.024946442620016,0.0185123770780629,0.0216157130978869,0.0218358174476775,0.0204848525749119,0.0269382195090064,0.0214304141365611,0.0225717562951767,0.0229058197749886,0.0135495408264743,0.0231517362666667,0.0246392749309281,0.0256017221945954,0.0204528630533818,0.0323416565598032,0.0279882783386181
2445,2024-11-01,0.0172946807705712,0.0190013562917563,0.0240863276196949,0.0149435375992958,0.0206426090419149,0.0250743518983415,0.0234595880822367,0.0251332228407852,0.0186424584109416,0.0216689652984747,0.0216398275527332,0.020176302285986,0.027048768684104,0.0213670073004497,0.0223998468875518,0.0232781331500149,0.0136966543097614,0.0232535055353827,0.0249969448946886,0.0259625770784021,0.0204243085921026,0.0323965611135444,0.0280167551501393
2446,2024-11-04,0.0172910210325824,0.0189898199282759,0.0239712681564336,0.0148438858568877,0.0206894820448626,0.0250268622004049,0.0234339668973006,0.0251121187732359,0.0186670579725416,0.0222562331565333,0.0216726538817595,0.0201635331832787,0.0270836276668114,0.0208294409962579,0.0225326699317332,0.0233526742966502,0.0139303694202391,0.0234073176922043,0.0249832654678132,0.0260981855390979,0.0203946554563143,0.0322850111800992,0.027686550276978
2447,2024-11-05,0.0173502468893044,0.0192655540405805,0.0237577744577723,0.0146820015331862,0.0206851247258436,0.0250748750024937,0.023428563348234,0.0250503096252019,0.0186844660829913,0.022243836455789,0.0213636503789756,0.020158605059965,0.0272147266866072,0.0212193109192273,0.0223871959417808,0.0234158162986343,0.0141358063302831,0.0234602451489111,0.0250476842112324,0.0262420222752014,0.0204212197047432,0.0324174783039536,0.0279797487350311
2448,2024-11-06,0.0171974613541251,0.0192289378386978,0.0237877258664223,0.0148077529115772,0.0206987061423593,0.0247771431401898,0.0230429774829796,0.0248307255118936,0.0185031567842238,0.0220587376651505,0.0214446065633992,0.0202474078692296,0.0271741446775888,0.0212211951536334,0.0220325829097001,0.0234003124797955,0.0141371381986425,0.0232306296515324,0.0251883480206569,0.0264988922242543,0.0204149858418689,0.0323830274572258,0.0279947230750392
2449,2024-11-07,0.0177031437700501,0.0196938882165254,0.0237161641777543,0.0149167720033181,0.0206828166109109,0.0257472928614802,0.0231560065083279,0.0248147300975269,0.0185096414721088,0.0221627224247265,0.0213455059778537,0.0204165451337553,0.0271868735890758,0.0220667617761698,0.0222403966970394,0.02340385733706,0.0142652530923943,0.0232178403061707,0.0251523199574449,0.0264905753608679,0.0204108381088124,0.0330901120741278,0.0280348794212925
2450,2024-11-08,0.0177049760935917,0.0198177670431367,0.023541640971681,0.0149646765368666,0.0206427506785073,0.0260389322857067,0.0233111374763188,0.0245807182562749,0.0185870416132977,0.0224638289784321,0.0211328278329378,0.0204234783669111,0.0271781000634497,0.0219131879076034,0.0220482821031585,0.0233052335077882,0.014248032656175,0.0230993314046762,0.0249216630934427,0.0264138090270692,0.0203933048267259,0.0333209786865081,0.0280586024928637
2451,2024-11-11,0.0177562349615488,0.0197353410452168,0.0226761120156191,0.0153041670551661,0.0205048014845084,0.025977027572409,0.0233605496969764,0.0241209419709471,0.0185988970646241,0.0231757283149045,0.0210778675751392,0.0204122864572342,0.0266859445690277,0.0218793350713607,0.0219271340090887,0.0231736158868634,0.0144312775541657,0.0229710331749562,0.024644220442928,0.0254451975091785,0.0204815564731848,0.0333369685537668,0.028118370298084
2452,2024-11-12,0.0177734374585269,0.0197427566152389,0.0229360572312887,0.0153514446343494,0.0205335313138435,0.0260499885145521,0.023318264871897,0.0241379011389188,0.0186821688813317,0.0234514993952805,0.0210220547420215,0.0204453800653319,0.0266370851326022,0.0216053903283331,0.0218925044688142,0.023259288436096,0.014434234577195,0.0229365774665859,0.0247848913466146,0.0257795771659386,0.0205248508512349,0.0333691435165431,0.0282422390625778
2453,2024-11-13,0.0178113243446377,0.0197382062256204,0.02297058979319,0.0154626139589138,0.0205881522731653,0.0260348203306703,0.0233343581477603,0.0239731223320549,0.0187831013990345,0.0234511254152805,0.0209006135869453,0.0204399138452196,0.0267302505227066,0.0215075097603643,0.0218952613856265,0.0232613866836654,0.0151295924808963,0.0228975436996911,0.0248137129230522,0.025717474275293,0.0205248023232902,0.0333690177448639,0.0282246852701056
2454,2024-11-14,0.0178249665728033,0.0196994557195157,0.0232813228720537,0.0154749149047008,0.0207929889150897,0.0259521296780617,0.0232746135829411,0.0240103438761228,0.0189000295700048,0.0244052218063114,0.020900605952343,0.0204661816596816,0.0269457542603846,0.0213970845213507,0.0219127987282189,0.0237207419408581,0.0167215024514086,0.0232254917902424,0.0250661892314588,0.0258939572380207,0.0206135641269498,0.0333591165184028,0.0282328783204448
2455,2024-11-15,0.0178216446435744,0.0197075200007674,0.0231689923555079,0.0154506985486273,0.020869161828717,0.0260534439122977,0.0232827341610875,0.0240568362647953,0.0188885637080048,0.0246509577446832,0.0209428588538638,0.020442880562804,0.0269895106451624,0.0213657745909426,0.021936485195204,0.023947676172437,0.0169067883170834,0.0232403601845789,0.0250868988446067,0.0258567100859233,0.020662932550135,0.0333939112884874,0.0282848207028708
2456,2024-11-18,0.0177925992152384,0.0197401556377129,0.0234318276963732,0.0155896956402837,0.0209109073085182,0.0261087145062323,0.0233394062830476,0.0241565952671029,0.0188888534726303,0.0250272619685125,0.0210300461799121,0.0204461896418365,0.0280363846742708,0.021402500996239,0.0220100003244231,0.0242516470371782,0.0169043470876973,0.0237668218186282,0.0251933554023493,0.0266725518553569,0.0206649070741315,0.0334531555924425,0.0282990098915544
2457,2024-11-19,0.0180451369632663,0.019735741148666,0.0234322834041742,0.0155817042018549,0.0211000017740236,0.0261837485143588,0.0234298659012824,0.0241468510534445,0.0189237720321216,0.0251413157874813,0.0210407487398509,0.0204434802517048,0.0279784200121329,0.021385180713439,0.0219981229598291,0.0245604452871382,0.0169490335146853,0.0238198647376474,0.0252038915173436,0.0266388373861302,0.0206856247995479,0.0334286559010414,0.0287397217828239
2458,2024-11-20,0.0179866635259916,0.0197400160047268,0.0233379243589271,0.0155531027891772,0.0211019745729182,0.0261709752445998,0.023435123523063,0.0241023384516671,0.0189248583094097,0.025132851976611,0.0210159887510517,0.0204157994972178,0.0280196899150487,0.0210908626628642,0.021960720672305,0.0244419128924851,0.0169935087863268,0.0237997226270588,0.0251847471231892,0.0266336659508615,0.0206141256002573,0.0333683377790337,0.0286540705608933
2459,2024-11-21,0.0179628453458976,0.0197232376353966,0.0232241112325363,0.0155541576288879,0.0210508696581535,0.0261243567704889,0.0233897089403302,0.0239814228723418,0.0189266358973859,0.0251389537674047,0.0210155139792751,0.0200656356791377,0.0280173365809021,0.0209604637983291,0.0219550818913203,0.0244425191854812,0.0170664975207782,0.0237936145194171,0.0251785815387734,0.0265513587066843,0.0206100659267347,0.0333757060984697,0.0286336162252638
2460,2024-11-22,0.0180564330629979,0.0198652560183052,0.023863939960102,0.0156492857844124,0.0211547155966323,0.0265991514365187,0.0235507250122183,0.0245054175236769,0.0191733198754437,0.0256564666852157,0.0212721323714086,0.0202009913895288,0.0292788479402563,0.021276740627566,0.0223063179907545,0.0247526496371582,0.017698313058719,0.0242139924987632,0.0256828142518301,0.0267335055659341,0.0207572461623216,0.0337102751511996,0.0286670318551829
2461,2024-11-25,0.0180957357812815,0.0198584685696402,0.0239087449087274,0.015674544541851,0.0210204515580677,0.026615937188572,0.0235516552746323,0.0245053622217579,0.0191407877957621,0.0257206695247685,0.0213734539778954,0.020132603630979,0.0297113384284421,0.0212248263571566,0.0223044947484037,0.0247307785751982,0.0176982528139261,0.0243720055130914,0.0257771118056099,0.0271318918798813,0.0207527640793813,0.033701921362047,0.0287324133311858
2462,2024-11-26,0.0190566888989563,0.0198653149922399,0.0239585766565457,0.0156717352456036,0.0208874421546157,0.0266251177166313,0.023550761035381,0.0243710098020083,0.0191695581606422,0.0258440251888736,0.021387336190588,0.0200891597116613,0.0298247522200127,0.0212340903169244,0.0223010432169842,0.0245288031599234,0.0179238209508959,0.0244724977296558,0.0260042537266045,0.0272012623476877,0.0208041411423363,0.0337062425272559,0.0286786571483582
2463,2024-11-27,0.0200592346253729,0.0198891901858484,0.0239770600739234,0.0157568626835667,0.020909405939712,0.026661414888863,0.0235986252601279,0.0243913059589478,0.019297747532297,0.0259080159790915,0.0214013087497051,0.0201062762289459,0.0298259748047359,0.0211910878078324,0.0223343041331177,0.0245112409031424,0.0178473547410661,0.0246183038256897,0.0260343730915858,0.0274933574665577,0.0208539070578285,0.0337114639882478,0.0288472928437791
2464,2024-11-28,0.0207169905355107,0.0198948031476995,0.0240598659014041,0.0158193984526268,0.0208891108058257,0.0267088727773633,0.0236509830867079,0.0240525125740202,0.0193053371943196,0.0255370345689557,0.0214607024716468,0.0201802503009099,0.0300225998672422,0.0212856819907555,0.0223225654570488,0.0244332546169174,0.0178732300488728,0.0246441391923516,0.0261341968891716,0.0275133622040012,0.0208908968426788,0.0336854789888711,0.0288480746727157
2465,2024-11-29,0.0206970006359033,0.0198800264374088,0.0240715882960009,0.0157307135321614,0.0209088190365777,0.0267314375486104,0.0236570031824619,0.0240399779420697,0.0193898002488743,0.025567484837074,0.0213715170020226,0.0199916915512005,0.0300290256219015,0.0211788942227447,0.0223662406054823,0.0244238344055796,0.0178503473541153,0.0246660091897784,0.0260738374713787,0.0275213749160138,0.0208925899133093,0.0336955749911411,0.0288908389129178
2466,2024-12-02,0.0207001761439901,0.0198853295761028,0.0240799268867234,0.0157746414293569,0.0209021470170084,0.026685735135527,0.0237413215957786,0.0240725012789891,0.0194035649135362,0.0255918060622918,0.0213735122693273,0.0199370334250125,0.0300977972839054,0.021190704948093,0.0223139490876291,0.0244230270154319,0.0178863430905279,0.0246767009159809,0.0260143954633311,0.0275095146369892,0.0208945350250479,0.0336816569304517,0.0290393897314918
2467,2024-12-03,0.0208849300379782,0.0198810851378148,0.0239601412016065,0.0157811782714709,0.0207637470864398,0.026661010522376,0.0237099658547106,0.0236719794898471,0.0193705756164669,0.0254693956930022,0.0212575640835686,0.0199430185971176,0.0300105688074203,0.0211838536117447,0.022279966367086,0.0240208195235018,0.0179191107912303,0.0246830972638486,0.0258071051640788,0.0271403520974089,0.0208036205095206,0.0336636556712439,0.0290035067891471
2468,2024-12-04,0.0216072177986657,0.019790708942597,0.0239588676208374,0.0157664873283936,0.0207586565843973,0.0264964619194497,0.0236879876626722,0.0232330199907024,0.0193704087658936,0.0254180231537898,0.0211585719012208,0.0199015252218688,0.0302142600985718,0.0211515012396699,0.022280005714324,0.0239189958480687,0.0181145962353594,0.0246745421448372,0.0258237318056908,0.0272429724955302,0.0207934450832247,0.0332375300228594,0.0289804746002778
2469,2024-12-05,0.0218778465560684,0.0195858849147545,0.0237745808469257,0.0157957952676895,0.0207635010842087,0.0264649813712778,0.0235547370050672,0.0231745623697226,0.0193249747207733,0.0253623890961724,0.021194603592674,0.0198962533125231,0.0301925625620701,0.021151056767705,0.0222506221170211,0.023846498878438,0.0181237037971317,0.0245744160627864,0.0258127935895968,0.0272239719078015,0.0207515492702155,0.0332261627693497,0.0288106170208905
2470,2024-12-06,0.0218831218724567,0.0192514179601981,0.0239219922936402,0.0156785270175433,0.0207824501333286,0.0263929075325263,0.0233029402372418,0.02259064400746,0.0195931932788864,0.0254181569989092,0.0210522772010347,0.0198351091259256,0.0297565667932052,0.0210297759432123,0.02215209147484,0.0238034692950048,0.0181236200985962,0.024557539493356,0.025957839056494,0.0263501796552763,0.0207300444201414,0.0329243821635659,0.028893090528893
2471,2024-12-09,0.0218027802398313,0.0189999154316575,0.0239172979328798,0.0157112980574579,0.0207389992174829,0.0261951225960252,0.0227743391296345,0.0223264014620184,0.0196375497524795,0.0253101809913147,0.0210580951735539,0.0197572980023538,0.0292490312996297,0.0210042742643185,0.0220465933289867,0.0234172495779764,0.0180754210661718,0.0244199081137957,0.0259546874321472,0.0260520759399486,0.0206811242763132,0.0322856011797304,0.0288267048836767
2472,2024-12-10,0.0216948541310972,0.0190613152645064,0.0238899883415747,0.015615428979753,0.0206906286962327,0.0262462824350228,0.0228392215302208,0.0222334187416287,0.0196562152417187,0.0253105276742606,0.0208696319307808,0.0196830763808178,0.029409970179891,0.0210400630019971,0.0221076460537732,0.0233936613424146,0.0180847123023532,0.0243738308041878,0.0259336031486937,0.0260449581475932,0.020672197125249,0.0323636120197226,0.0288092713042241
