,date,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600011.SH,X600019.SH,X601898.SH,X601991.SH,X600111.SH,X601600.SH,X600362.SH,X600010.SH,X600188.SH,X600886.SH,X600795.SH,X600309.SH,X600027.SH,X600489.SH,X600547.SH,X600660.SH
2243,2023-12-27,0.0151548256821625,0.00926972750905688,0.00665844499097955,0.0106333685568279,0.0101168264311944,0.0127872600896801,0.00980009560166855,0.00713278404337475,0.0103062158122496,0.0119129304101034,0.00832032936659128,0.0090912676135283,0.0160038653766955,0.00991706291694358,0.0107298330210207,0.0140537597275342,0.0113555369544018,0.00977019068535317,0.00848552445874678,0.00591954494140927
2244,2023-12-28,0.0149692054029873,0.00908986263045559,0.00666497411655877,0.0111797971010289,0.0101715721718427,0.0127861935374514,0.0103808289820137,0.00712831470252316,0.010433210707725,0.012228506544139,0.00865348316313048,0.00950916876612419,0.0159885939685977,0.0104010273534231,0.0109918859028131,0.0138960161515735,0.0113580850709643,0.00974796777988549,0.00864570304541589,0.00612467449266204
2245,2023-12-29,0.0149773125011051,0.009065211789474,0.00684955402826145,0.0111952071372247,0.0101878268253313,0.0127904399516468,0.0106339406951823,0.0070662689722311,0.0105030435878752,0.0122256395622098,0.00880801301456355,0.00952905490542903,0.0159862280745878,0.0104050578719431,0.0109762066754215,0.013905058482544,0.0113765958028059,0.00978700804880445,0.00864550601802646,0.0061330918436146
2246,2024-01-02,0.0152815243724213,0.00909698662201536,0.00735602284173527,0.0111970252830357,0.0103437376616535,0.0133348579012409,0.0107197936211993,0.00716370345863196,0.0105401272027708,0.0122969987702802,0.00900650570833355,0.00956814902183516,0.0161633294087743,0.0106104869231839,0.011136350784259,0.0139064812267733,0.0116031229345423,0.0098184383932908,0.00874478946639494,0.00650055455608292
2247,2024-01-03,0.0153669873999969,0.00933895691562443,0.00749619602777574,0.0113072175820366,0.0103715128366719,0.0134358981504996,0.0107498999680267,0.00725490131462844,0.0105138636507404,0.0123108549297721,0.0090548476234485,0.00956999652090523,0.0160810670627799,0.0106544474518556,0.0111095104465271,0.0141311810660886,0.0122836944370593,0.00980478487309018,0.00874618559705932,0.00686399655948058
2248,2024-01-04,0.0154596139907158,0.00940150033246184,0.00765850194081522,0.0113004691017955,0.0103151245871704,0.013594351444219,0.0107191471397918,0.00726069185078624,0.0105494037458879,0.0123231966192644,0.00907508755957923,0.00972766464217805,0.016076105646894,0.0106110151124355,0.0110643540456511,0.014307277857609,0.0123261235909476,0.00979538227921217,0.00874887741276645,0.00708462219227468
2249,2024-01-05,0.0154549756762708,0.00940593346016441,0.0077375032720376,0.0113098208244837,0.0102948864207071,0.0136530815568858,0.0106440154590345,0.00725385105647432,0.0105356697979846,0.0123297390254307,0.00890517699457229,0.00979770262056698,0.0160436007199263,0.0106105095097902,0.011085365427007,0.0143012001578876,0.0123260343383627,0.00970184876866022,0.00879037194193876,0.00724129755160819
2250,2024-01-08,0.015161740767939,0.00934333116358737,0.00769777999809877,0.0112282247939308,0.0101794469464548,0.0137266842480988,0.0106058679961311,0.00716706509005746,0.0106042267914906,0.0122764774563514,0.00892434493874847,0.010087161543954,0.0157659946150973,0.0106114616858659,0.0112123572633466,0.0142725900797378,0.0120596620845889,0.00982477706833068,0.00887868065910064,0.00733501705803603
2251,2024-01-09,0.0149417513851354,0.00934790045924237,0.00780002318021422,0.0113066465859901,0.0101800811620261,0.0137269491681669,0.0105611980857598,0.00720493489081268,0.0106632289726611,0.0123282088573447,0.00906926103491382,0.0101225459657881,0.0156591428573414,0.0106018572638192,0.0112163515705885,0.0142491099015044,0.0118793435666712,0.00932735288560128,0.00855527669561036,0.00735327448991362
2252,2024-01-10,0.0148983761872698,0.00935524859793886,0.00779651863811996,0.0113355591846261,0.0101722015780859,0.0136972157549176,0.0106616138732839,0.00719974761615316,0.0101346370481026,0.0122800797527019,0.00900171477241031,0.00988725716427275,0.0156668843789331,0.0105183187224506,0.0111527083474765,0.0140980377790732,0.0116925546339058,0.0090402249983328,0.00852066428049187,0.00730989379508642
2253,2024-01-11,0.0150623565464611,0.00958274796879186,0.00790057845500613,0.0113447015840539,0.00984965627362972,0.013750525758826,0.0108535877600322,0.00699698291863326,0.0102985540134798,0.0120104299846116,0.00896804891746654,0.00993597580224797,0.0156077801181523,0.0106525754391816,0.0112816014318163,0.0141061381434309,0.0117101790207452,0.00908728507843647,0.0086349459327577,0.00730622457106589
2254,2024-01-12,0.0151067991589712,0.00945091720565585,0.00796293838588038,0.0113884248027983,0.00987893719767759,0.0137681635402798,0.0108393838264838,0.00698948280692829,0.0103224730166128,0.0120158782260289,0.00900346216974263,0.00990663986610818,0.0156021817842596,0.0106590925290936,0.0113886908933697,0.0142195235461916,0.0117452792087393,0.0090962361118745,0.00841713458859603,0.00744800314101239
2255,2024-01-15,0.0152110468135784,0.00951592958837315,0.00806263968910136,0.0113903575717305,0.00991657706897783,0.0137955307158775,0.0108386904639289,0.00699469894332356,0.0102683274176453,0.012013177685949,0.00902361506701301,0.00988066847493229,0.01560093945963,0.010658475289346,0.0113784244958015,0.0142512477718725,0.0117546341586319,0.00914200648761308,0.00842530447337199,0.00745135399064538
2256,2024-01-16,0.0152077471454398,0.00951633212601454,0.00811531112325585,0.0113944002977972,0.00961605670282953,0.0137982337144842,0.0108213419873682,0.0066718809843959,0.0101276498572133,0.011999120244633,0.00885087776074716,0.00952588656251182,0.0155634987554372,0.0105329235566523,0.0110617180617073,0.0142300878016369,0.011290177251995,0.00920187883309076,0.00849701746724753,0.00754382986073665
2257,2024-01-17,0.0150591941006851,0.00946995196777098,0.00793794200756167,0.0113130884294744,0.00962290921405452,0.0124832202066248,0.0105410864682383,0.00675617033461811,0.010547758572718,0.012263917736257,0.00881813063962372,0.00940925740053343,0.0154488696650036,0.0104228777260489,0.0108515086901562,0.0147176079143116,0.0111980969220844,0.00995092125140502,0.00937197571643744,0.0072583492032044
2258,2024-01-18,0.0151027635089839,0.00945414366715795,0.00793470597952859,0.0113553041704023,0.00964487265289321,0.0125019204788299,0.0105402504469235,0.00735332836594067,0.0104911811658158,0.0123417945628769,0.00879156803663344,0.00942261821814921,0.015443628854999,0.0103557897346195,0.010787202309978,0.0149385573490812,0.0113386599580434,0.0100357191760196,0.00941536396540922,0.00713085834585093
2259,2024-01-19,0.014954480128612,0.00936954706016503,0.00816508721542735,0.0112008604432072,0.0100152742974647,0.0122167238463989,0.0102989606572488,0.00722328661204681,0.00991288479683849,0.0118176628497739,0.00837673646361457,0.00852938193793757,0.0154120939795543,0.0102786371201697,0.0101172851961834,0.0148825018173378,0.0127202581497714,0.00997953044605342,0.00942749871976184,0.00698760412707846
2260,2024-01-22,0.0148236601681,0.00921375630124324,0.00822300715102053,0.0113451245688554,0.0100566207753576,0.0124199158517671,0.0101095597079691,0.00810849838486434,0.0102297154736977,0.0129686061406354,0.0094646987669229,0.00883881526482561,0.0154956714192954,0.0104474860008199,0.0103638728585042,0.0151540080750053,0.0131350616399273,0.0106256148595443,0.010137573941221,0.00692841916016084
2261,2024-01-23,0.0136290898540914,0.0088111307816771,0.00872704533399757,0.00884788721301038,0.0101270906351587,0.0123565671136693,0.00997820492246248,0.00816726077183195,0.0103786815084857,0.0128169054803477,0.00939132908962498,0.00890637875223363,0.0155131997225045,0.0105907371673832,0.0105787649665067,0.0153809866096931,0.0132845427707835,0.0105885269166547,0.0100591826443352,0.0070549144909527
2262,2024-01-24,0.0137893429742332,0.00906313114048542,0.00922621329486896,0.00842346111805434,0.00816125060156006,0.0120521721930708,0.0101157825887318,0.00822414985874708,0.0103358675601615,0.0133930417408135,0.0100772313202548,0.00901768611413408,0.0130503176485129,0.0101944125612525,0.0108928678499003,0.0158153741865154,0.0121167796789419,0.0106696515558185,0.0101085058482385,0.00674774516270806
2263,2024-01-25,0.0146481165093636,0.0109504155243845,0.00957900436176558,0.00923008575332997,0.00774860118443401,0.011826552924231,0.0106802789901637,0.00821845232432913,0.0109144515168173,0.0145698321074585,0.0104008094647123,0.00887304155843394,0.0140666947429303,0.010483071954693,0.0111955802580935,0.0169788120138887,0.0120138221696687,0.0110040079904816,0.0106463633361926,0.00669142896747235
2264,2024-01-26,0.0135670404623981,0.0102725749283705,0.00942654900302878,0.00936507547570454,0.00785195057329244,0.0117122911283256,0.0106667823937655,0.00821877499985295,0.0109059375152968,0.0145884009798714,0.0104562115446446,0.00885958636738344,0.0140397859007451,0.00997472419511242,0.0111149311470189,0.0169412226147507,0.0120570651564292,0.0109234502007973,0.0104718494291099,0.00664726523373015
2265,2024-01-29,0.0135379494465978,0.0102524747362083,0.00940111132523775,0.00940049496289228,0.00798787236728061,0.0117291621145053,0.0106415953134941,0.00819952078760956,0.0109301584925985,0.0145883072188665,0.010457871959958,0.00888337181697973,0.0140177052585769,0.00999826127083285,0.011047469283802,0.0169159888821715,0.0120400066206797,0.0109229660715769,0.0105165366028848,0.00669108268157052
2266,2024-01-30,0.0135566920640474,0.0102543573806114,0.00950308525649523,0.00941502535907539,0.00811927566972089,0.0117107360353221,0.0112303622943184,0.00852388835266778,0.0111752901771851,0.0147199570819211,0.0104847895150601,0.00889221050320923,0.0140622128347581,0.00990760566467279,0.0110201356984191,0.0168360057143833,0.0122630729354754,0.0109657781312154,0.0105354805482469,0.0066459788544999
2267,2024-01-31,0.0135172464113181,0.0102524733297815,0.00955365103019031,0.00947318026414299,0.00818755084864391,0.0117658480092971,0.0112490712608847,0.00854451577864124,0.0112609334778074,0.0145917902630345,0.0104619127527418,0.00897180810219612,0.0140778167031684,0.0100668701809267,0.0108982617122735,0.0166511863584822,0.0123173339104926,0.0109689296166711,0.0105887982997685,0.00654785811006111
2268,2024-02-01,0.0136616983317497,0.0103107908473402,0.00977248720369801,0.00937859949212524,0.00870494317452946,0.0117450397471032,0.01160238611611,0.0089143712838356,0.0112622501344599,0.0145461226125696,0.0104951344498208,0.00892459188044265,0.0142635037115012,0.0100748798149768,0.0108829585115047,0.016526618515104,0.0127972772110271,0.0109826752171894,0.0105751129742585,0.00659026475466732
2269,2024-02-02,0.0128341015646933,0.0100131689294513,0.00929309613187843,0.00940127302254564,0.00876560627706412,0.0117424383025981,0.011427229468966,0.00894795128599781,0.0116914177134133,0.014405325273649,0.0106998433028278,0.00897341042710587,0.01397313353273,0.00974552971437276,0.0105654777939204,0.0165975879603602,0.0128006003206439,0.0109788695889235,0.010579027465859,0.00658352901157789
2270,2024-02-05,0.0128035593663248,0.0100048744453992,0.00946920233059669,0.00939082954734573,0.00876347911620574,0.0117991414980992,0.0114354241847292,0.00926900409421732,0.0121094291957128,0.0143746537904924,0.0106808705883864,0.00898813286103966,0.0140892326655298,0.00976879892055469,0.010360966033086,0.0165988729519649,0.0132368610906641,0.0109781103992931,0.0105807448221183,0.00689345772508819
2271,2024-02-06,0.0127597301087055,0.00992355922495776,0.00962691666956373,0.00987324591396488,0.00878094102256014,0.0116648751133537,0.011779519137125,0.0095963418968815,0.0148184610402405,0.0147874420995802,0.0117766587116269,0.0114368319926302,0.0140274939941445,0.00936936740060156,0.0100945650155441,0.0175855195539857,0.0132717888433862,0.0112998526045832,0.01084338226669,0.00742187211978331
2272,2024-02-07,0.0129184864375702,0.0100061818779289,0.00961953341234244,0.00998818451090391,0.00873123115035455,0.0115699081170805,0.01111926786205,0.00959644637555561,0.0153205668374639,0.0150742072599566,0.011914616070784,0.0127041066809993,0.0131703927629344,0.00930091899703745,0.0100498783810877,0.0178149070433481,0.0134190304829906,0.0113614886578646,0.011044043086843,0.00788296355708919
2273,2024-02-08,0.0129200407407227,0.00999116518811396,0.00964395838238148,0.00991292523903388,0.0086984014655165,0.0115624066771562,0.0110047234077511,0.0096634236867805,0.0153127722715232,0.0150132998865288,0.0116849770725654,0.0126985644148726,0.0131671959063947,0.00931096393818972,0.0100579557471472,0.0176154040132035,0.0134031198558756,0.0113839279546383,0.0110564264478734,0.00786147520829194
2274,2024-02-19,0.0133134861704111,0.00999919293297234,0.0108881222610105,0.00985461535334672,0.00942320181555788,0.0119663021725208,0.0126671141938486,0.0099097536350054,0.0153031685259772,0.0152121245382669,0.0117240951885757,0.0127572312154593,0.0138997969618128,0.00963760750640514,0.0112362236543124,0.0175193608182426,0.0138400958192389,0.0113556058884006,0.0112249368688504,0.00788320911285821
2275,2024-02-20,0.0130285329108859,0.00997400674772614,0.0107326450705044,0.00987107350869345,0.00938431687633869,0.0118277413865764,0.0125327724870021,0.00992787773948381,0.0152425367300769,0.0151953351911509,0.0117324200248512,0.0127583944226229,0.0137399186799744,0.00951437504213473,0.0112360878599638,0.0174081729738139,0.013860041252158,0.0113632532253664,0.0111953017802718,0.00799813625499762
2276,2024-02-21,0.0130566370220729,0.010014215218498,0.0108081119085458,0.0101112272961145,0.00944237119251977,0.0118385603059348,0.0126375558850221,0.00999825657108986,0.0150694845641001,0.0151837984046933,0.0117881605213977,0.0128275634892669,0.0138314070041071,0.00959786988080417,0.0113059359322503,0.0173902506849324,0.0140026667088282,0.0114011161619083,0.0113796989445284,0.00818232708828125
2277,2024-02-22,0.013142582245973,0.0100302724337752,0.0116946362811586,0.0100553184730505,0.00973395891451744,0.0121114564536675,0.0133500935851671,0.0101563319431363,0.0150634630131756,0.0153226226392315,0.0118304143350937,0.012893481533523,0.0145375468372967,0.0096692749660284,0.0114062987443817,0.0174839484429039,0.0142066344496892,0.0114366068573742,0.0113568748046827,0.00818203087541765
2278,2024-02-23,0.0131436181228747,0.0100087451405907,0.0117352130350271,0.0099857578192535,0.00971163169857918,0.0120792182371707,0.0137566206539317,0.0101194981257446,0.0149932122190055,0.0153202503316618,0.011828733614798,0.0129375755625528,0.0148021111066641,0.00969866163952812,0.011388043836202,0.0172480214727375,0.0142561572457398,0.0113820563126012,0.0113426918527283,0.00830816902930842
2279,2024-02-26,0.013330529730166,0.0104103735049244,0.0121595853650894,0.0100908012620703,0.0105643453119901,0.012139564834972,0.0147991701584204,0.0107050935563248,0.014974246729031,0.0156529981025379,0.0121301202939469,0.0129373013229079,0.0152233165886585,0.0102085341683495,0.0118732260254925,0.0170805956708803,0.0151530277000419,0.0114769529834326,0.0114023830218314,0.00830158227541435
2280,2024-02-27,0.013183363386645,0.0104016777271347,0.0122014231958866,0.0101046857684573,0.0105465028309451,0.0121551888484138,0.0148326367287197,0.0107512241870984,0.0149954759421873,0.0156535720322444,0.0121406431756891,0.0130179492944579,0.0152230523860791,0.0102169518053844,0.0117998532793737,0.0168785849476223,0.0151824043111822,0.011453528920723,0.0114061014504071,0.00830225499626707
2281,2024-02-28,0.0131790756805883,0.0104218008690348,0.0121958027305167,0.0100179114051101,0.0105321489001626,0.0118177910167734,0.0149290511401499,0.0107782372264521,0.0149565792997845,0.0155612394366717,0.0121477823701297,0.0129812774887386,0.0152628601737204,0.0102046532046733,0.0117925339056986,0.0164214828271286,0.0151983750133389,0.0115153651250019,0.0115671744291972,0.00843636058038618
2282,2024-02-29,0.0131270455801209,0.0104093014205321,0.0122495868483784,0.0100336749463919,0.0105311310954481,0.011819755822717,0.0149047287072823,0.010643581900724,0.0151242691870515,0.0155979993479608,0.0123066360499883,0.0131173669868691,0.0151732253343211,0.0101787385843211,0.0117910202436461,0.0164045255157479,0.0152389407174167,0.0115281901621079,0.011572922968809,0.00846800595355796
2283,2024-03-01,0.0131333582486294,0.0103644676656754,0.0122751787361156,0.0100284058599643,0.0106020374437428,0.0118201868440245,0.0150957888492641,0.0107046948747498,0.0151270993814025,0.0155733304538885,0.0123002967751091,0.0130811751331369,0.0150423892628898,0.0101907172590282,0.0118766031361134,0.0162304938398594,0.0153643584204747,0.0122296244445731,0.0121422650504362,0.00857873444428971
2284,2024-03-04,0.0131023213206967,0.0103655783177665,0.0124770331745455,0.009983559759196,0.0108793380273321,0.011819171829783,0.0151627636582438,0.0109143058573448,0.0150995166291914,0.0155912078505686,0.0123071872066937,0.0130835424153458,0.014729925607447,0.0103166695590227,0.0122271643460458,0.0160838713808269,0.0155511756342823,0.0123126590913226,0.0118047793051118,0.00873579085180338
2285,2024-03-05,0.0131012425597076,0.0103406169404769,0.0125750813598709,0.00994261405969224,0.0108794228342947,0.0118274053369107,0.0151649014897072,0.0109188955025402,0.0150925041595299,0.0155914226533321,0.0122950975817311,0.0130591428037433,0.0147243508820976,0.0103564689827954,0.0122203720264744,0.0160663291007364,0.015608025324491,0.0126931883516299,0.0118667126568863,0.00883188119345242
2286,2024-03-06,0.0130693253143006,0.0103821961080797,0.0125767088626628,0.0098403273282075,0.010840225139463,0.0117094715661478,0.0152003279168855,0.0108992743609137,0.0150921158780469,0.0155720027567464,0.0122660809935612,0.0130608354155339,0.0147040954163738,0.0103207733536796,0.0122159013006532,0.0157351793879907,0.0155903701830964,0.0125763652999264,0.0117295246649794,0.0088973531454805
2287,2024-03-07,0.0130561242853627,0.0104445604108127,0.0125598690088597,0.00984855661182924,0.0107479039568391,0.0117885138033493,0.0152547277876758,0.0109972341110011,0.0150949061808039,0.0159464130597478,0.0127730078438041,0.0131678626615805,0.0147176870753675,0.0102075915842748,0.012327507142014,0.0154821066852584,0.0153438079248909,0.0127793047960222,0.0117865451702213,0.00892510436167956
2288,2024-03-08,0.0130435100856255,0.0104729226995115,0.0126756517687422,0.00984211848966305,0.0107504249670821,0.0118381561318107,0.0152909376206292,0.0110582711770184,0.0150863457101046,0.0160178535924341,0.0130060370022675,0.0131682463668432,0.0146803821267396,0.0101027421479688,0.0122422369026851,0.0152138837979192,0.0155927147775048,0.0127772671691095,0.0117848502075216,0.00892585626724017
2289,2024-03-11,0.0132550476906387,0.010642700001266,0.0132601130835383,0.00974762739010387,0.0109299526499364,0.0118813224674712,0.0160068565363445,0.0110662567466601,0.0151987238810329,0.0158871595769332,0.0131896026625833,0.0131752715910411,0.0152494955098242,0.0101444367746393,0.0125575687727699,0.0152242208836809,0.0156240542970581,0.0122485851838756,0.011683792586454,0.00914513488400226
2290,2024-03-12,0.0136427138928255,0.01111496556481,0.0139049412422835,0.0096209977158365,0.0117670537271796,0.0114314664651693,0.0167145190810445,0.0118008610602115,0.0151547419827676,0.0158490493692802,0.0131029554027413,0.0131536526540295,0.0159892019034878,0.0109165105754955,0.0135845223607075,0.0146745202485757,0.0166822820958725,0.0122861414842671,0.0116215729533434,0.00916263725669067
2291,2024-03-13,0.0131613776375024,0.0108941625172793,0.0139088310197844,0.00993944599588272,0.0118304163055932,0.0114506855156935,0.0167299040332912,0.0118071539573018,0.0147801216069015,0.0158883944069733,0.0131158415207426,0.0131211644618385,0.0160203493351511,0.0109514175926817,0.0135715375570556,0.014666699350386,0.0167014417039603,0.0122926811751812,0.0116331528469399,0.00918005508839741
2292,2024-03-14,0.0130233871054308,0.0110045169019947,0.0138914576683685,0.0100446935636692,0.0118958081631549,0.0115228838693116,0.0167423865691613,0.0117532510018568,0.0147910935303082,0.0159323166620606,0.0132798058431764,0.0131225277683935,0.0160118419357398,0.0109152812104041,0.0135713097341093,0.0146698953888365,0.0166718912446312,0.012296025792666,0.0117532525487481,0.00917250084523083
2293,2024-03-15,0.0130056712257483,0.0109478316984503,0.0139710654470977,0.0100775477678761,0.012004198273498,0.0115152899287364,0.0167501298866963,0.0117746007595197,0.0148250410631062,0.0160768168295919,0.0134595002762788,0.0130991920036891,0.0160512934660874,0.0108854987418671,0.0132968719581324,0.0150827911682313,0.0167957167944852,0.0126955440696641,0.0118953112030114,0.00920255556874848
2294,2024-03-18,0.0131117822634225,0.0110845555366907,0.0140932025401498,0.0100567975837516,0.0120371354657871,0.0115320633952504,0.0165804253890058,0.0116970947216079,0.0148248683417503,0.016037409396599,0.0135216720950586,0.0130255840943497,0.0159097968143318,0.010836288211078,0.0132966668183511,0.015100175667147,0.0168134091616169,0.0123373699046788,0.0116690867948922,0.00920827031199459
2295,2024-03-19,0.0130411003108819,0.0110501505221518,0.014073339268813,0.0100024754912418,0.0120629593366854,0.0114564455454827,0.0165044711998224,0.0117987363541628,0.0148528380718305,0.0160488560736397,0.0135709977180564,0.0130168233094575,0.0158360639151957,0.0108658288606757,0.013400322845535,0.015053454257357,0.0168982923767728,0.0123255710390974,0.0118114898539036,0.00929335627566056
2296,2024-03-20,0.0129226306307319,0.0108900535241726,0.014026778411606,0.00993121881575523,0.0121083082653247,0.0108155625098515,0.0165151261855993,0.0118084030337456,0.0148217100987852,0.0155852702165699,0.0133853524118513,0.0129175772881524,0.0157142845440115,0.010858960737757,0.0134103078053299,0.0147862390419828,0.0169018343745518,0.0121273570729997,0.0117280357814223,0.00927050086366345
2297,2024-03-21,0.0128492844704067,0.0109163904086244,0.0140391362094294,0.01009972308148,0.0121759946005047,0.010809038068378,0.0167348853155872,0.0117814296017649,0.0148559797615773,0.0156024867798801,0.0133986749724519,0.0129293123393655,0.0156949198088244,0.0108931431300106,0.0133825921069604,0.0148574109970954,0.0169303241547571,0.0121651924883475,0.0121202368631155,0.00938361644502276
2298,2024-03-22,0.0123809704514018,0.0109439595243757,0.0140293415917389,0.0100657634771477,0.012080205969911,0.0106469321204067,0.016780249018409,0.0118605996874194,0.015018330905408,0.0157290584582681,0.0138134694732488,0.013080417545627,0.0156941426021752,0.0108100282810344,0.0134083726457261,0.0148422026216136,0.0168682578777268,0.0121764037730288,0.0123749514826794,0.00914779520060752
2299,2024-03-25,0.012351411828375,0.0109742918631963,0.0140362001114571,0.00992503741652423,0.0120812781045521,0.0105139198645937,0.0167773595368178,0.0118854003820519,0.0148306971521034,0.0156524700480702,0.0137175103012099,0.0128441493268677,0.0158295285021736,0.0108611442230596,0.0133802214643566,0.0148265828045271,0.0168717099218529,0.0120690801707482,0.0123172953190816,0.00906861050020927
2300,2024-03-26,0.0123749880490459,0.0110477926155588,0.0141395754882607,0.00992342552960818,0.0120909540359619,0.0104927481828682,0.0168115754368902,0.0119121209362651,0.0147826592180878,0.015679404266067,0.0137303909480308,0.0127369752869879,0.016172986540542,0.0108096964117918,0.0133786652096389,0.0151093862617873,0.0169911796973286,0.012114861523084,0.0123253510183504,0.00902328602404839
2301,2024-03-27,0.0123766990808842,0.0110674382754803,0.0141706382136255,0.0101803491730743,0.0120965939449763,0.0104809473293512,0.0168878428459121,0.0119259245660771,0.014845698990952,0.0157822435077767,0.0138434097207986,0.0126556130688921,0.0161650168493853,0.0107673137051918,0.0133546470957768,0.0151624388124375,0.0168558510055667,0.0121443116203727,0.0123265555158281,0.00903212949154704
2302,2024-03-28,0.0123960571623004,0.0110543529673092,0.0141681192856415,0.0101592276510293,0.0121008715906735,0.010462201139877,0.0168767492496492,0.0119329582111144,0.0149078530786544,0.0157768703892295,0.0139279160808003,0.0126784888996802,0.0161704525728298,0.0107668315386881,0.0133553207300445,0.0150880655224902,0.0168562811776133,0.0122190028741969,0.0125816191463206,0.00915324658638521
2303,2024-03-29,0.0125649641446351,0.0111712973028688,0.0142534616133462,0.0101437415821636,0.0122228765209332,0.01044459558538,0.0168172153239142,0.0121690540202841,0.0148874967015069,0.0160459785112186,0.013982984104583,0.0126777007282974,0.0165285758106287,0.01072044642293,0.0135240898636864,0.0148015294749305,0.0168886323503605,0.0136198576658756,0.0139515706598249,0.00917268864342995
2304,2024-04-01,0.0126640610901048,0.0112975834753041,0.0143140570264004,0.0102120828018614,0.0123147055324414,0.0103955020231523,0.0170246181019173,0.0121858181389186,0.0149523865183612,0.0161730632967574,0.0139876859155433,0.0127861155149081,0.0164228458074338,0.0107349359069473,0.013576884110484,0.0146731264132031,0.0173216953159776,0.013774713335666,0.0139552877912426,0.00924476284384378
2305,2024-04-02,0.0126035952783563,0.011254277555465,0.0143010902974154,0.0102504767192976,0.0123797449384846,0.0104097731095603,0.0170674602998676,0.0122357547706078,0.0149400177816297,0.016187724725926,0.0139801573481582,0.0127634095740897,0.0163283430210041,0.0107066569150683,0.0135559221383306,0.0146938313095498,0.0172202267323865,0.013700438662589,0.0139752967912852,0.00928205778325885
2306,2024-04-03,0.0122120605193394,0.0112518621539453,0.0144705811135896,0.010232265622159,0.0123379662008316,0.0103869575980346,0.0172353119391717,0.0124474245783369,0.0150984044576376,0.0158060305219796,0.014153050279879,0.0128103165729993,0.0167082940940122,0.0103222292157056,0.0134344667019497,0.0147569602521926,0.017102753798858,0.0138250266176044,0.0139842873568024,0.00931426578964788
2307,2024-04-08,0.0121784014614678,0.0112974600297323,0.0144562251573784,0.00992271706550729,0.0123410642638662,0.0103602260024733,0.017035801884094,0.0124470029433756,0.0150576721484586,0.0157856856216096,0.0140779521669179,0.0125737727541056,0.0166400046107868,0.00995736254880355,0.0133200212302187,0.0147687503826952,0.0176986531998217,0.0141351986292835,0.0141106026573571,0.00904464430722056
2308,2024-04-09,0.0121644213296693,0.0115230181106288,0.0144214349639471,0.00992442834945631,0.0123241922615082,0.0103737259011009,0.0171217350301421,0.0124318499468862,0.015032113084662,0.0160632292725042,0.0140486536597028,0.0126075930042161,0.016661075714803,0.00995590064809798,0.0133307998314019,0.0147659939298825,0.0177723962452163,0.0143271149975169,0.0146169713348417,0.00905351097016184
2309,2024-04-10,0.0119135564249826,0.011658203501691,0.0143111731757268,0.0101083432991746,0.0121952235676022,0.00996582771551363,0.0172423208214789,0.0124035317133325,0.0155017056900217,0.0160261068001876,0.0140020568955492,0.0129885928627794,0.0166824910286394,0.0098168248508402,0.0132718953263469,0.0147722291055567,0.0175834104439017,0.0143194670916389,0.0146038599079475,0.00890017855565722
2310,2024-04-11,0.0118036397145979,0.011531706327751,0.0142700756221957,0.0100467934843386,0.0122706746807934,0.00991601912003704,0.0175742660598894,0.0123608910359762,0.0154697784650527,0.0160312232079388,0.0144594743018202,0.0129753218299345,0.0167986334408267,0.00980539504864071,0.0134373178265125,0.0147455008747277,0.017047873952612,0.0143488805631222,0.0146038315827942,0.00870775352411654
2311,2024-04-12,0.0117275249721696,0.0115546487682094,0.0142184799035819,0.0100864127688071,0.0122682035041881,0.00982171102440937,0.0175516284446016,0.012360767299503,0.0154537445716472,0.0160311340602292,0.0144598851364825,0.0128046472700218,0.0167899458269218,0.00980667274884656,0.0134040912322476,0.0147099368278126,0.0170085199531115,0.0148260166883183,0.015518861917718,0.00859694934988127
2312,2024-04-15,0.0118950516275129,0.0115755736323109,0.0142358984826133,0.0102377468730858,0.0123437056186917,0.00950246691362009,0.0177428745090914,0.0125092180287881,0.0154404814304939,0.0161896702099491,0.0144410115058054,0.0126769965367403,0.0170714147193404,0.0100377660475218,0.0134362340964011,0.0153163581242063,0.0170109821613029,0.0151955854758181,0.0162193041711004,0.00861830467113492
2313,2024-04-16,0.0118624985543248,0.0115198915758395,0.0142327921707021,0.0102545911571005,0.0126190599350402,0.0092704430501256,0.0177126078341309,0.0125991341998474,0.0157803331095427,0.0173219233976058,0.0159272886896541,0.0124137607689646,0.0170867879544731,0.0102841525199085,0.0137090929570138,0.0151167612867578,0.0177787817838964,0.0161838037091932,0.016838831537913,0.00861134274628581
2314,2024-04-17,0.0118503487290027,0.011453032406514,0.0141814037851859,0.0102323529504314,0.0126865001664011,0.00925557943875238,0.0176017385060462,0.0126345580516402,0.015916369994356,0.0174166377608151,0.0158906545409845,0.0126564296211752,0.0170877447934166,0.0102856528066519,0.0138161773878632,0.0152233932939736,0.0178827981000842,0.0162152697955112,0.0169785381644064,0.00861610407398393
2315,2024-04-18,0.0120588969401734,0.0114595454631373,0.0142019153454116,0.0102279187623593,0.0135170407294617,0.00895132433081684,0.0176776063640533,0.0128238134047416,0.0158808087192069,0.0174098096995399,0.0159071171932856,0.012670020777319,0.017064556637667,0.0104739156028345,0.0144085125968455,0.0153111257553472,0.0181560307460246,0.0162321989157682,0.0170162108481974,0.00871992902081251
