,date,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600011.SH,X600019.SH,X601898.SH,X601991.SH,X600111.SH,X601600.SH,X600362.SH,X600010.SH,X600188.SH,X600886.SH,X600795.SH,X600309.SH,X600027.SH,X600489.SH,X600547.SH,X600660.SH
2316,2024-04-19,0.0117946943682162,0.0112380485773524,0.0141459499288906,0.0102209525085371,0.0133568219345967,0.00862121221837065,0.0176782181052809,0.0128551908662565,0.015650842998518,0.0175216062093097,0.0159397425688204,0.0126853993782645,0.0169366447691342,0.0102696643527217,0.0142436622553487,0.0151844931350054,0.0180589519807805,0.0161301061414886,0.016959749959845,0.00870766093209572
2317,2024-04-22,0.0119918638156958,0.0114239204209379,0.014654118907161,0.0101964411443272,0.0133341590098994,0.00876882333520728,0.0184779257104991,0.0129719215012745,0.0156304705395016,0.0176769660645951,0.0163543669336922,0.0126852079475185,0.0183708149092272,0.0102903670221518,0.0142067098254492,0.0153521705240927,0.0180301870130498,0.0165760171437756,0.0172336037091906,0.0086436158223206
2318,2024-04-23,0.0119653201818965,0.0117839909468713,0.0146442055183333,0.0105947674329607,0.013563057373277,0.00906859904630094,0.0188222285531935,0.0134604458363253,0.0161346932604023,0.0188827944181304,0.0180305360143046,0.0133536081482136,0.0185950786130828,0.0104578965295285,0.014466811365342,0.015164958905744,0.0183701809422916,0.0174624110041638,0.0178518349808016,0.00867355035695734
2319,2024-04-24,0.0120066587207243,0.0118231721346754,0.0146179850526321,0.0106114954713632,0.0138404562604596,0.00906128951413573,0.0187729643655347,0.0134593592769657,0.0161359015200681,0.0188961896659472,0.0180767820034741,0.0134064369442134,0.0186398488461322,0.0105950657230805,0.0146544601374155,0.0151053371891545,0.0187675382743901,0.0173837177289077,0.0179794184472263,0.00872285455929253
2320,2024-04-25,0.0120509542092655,0.0116074466912945,0.0146734964831831,0.010500708866448,0.0139991572073145,0.00900755719746717,0.0188641133338137,0.0133926931473038,0.0158776750621078,0.0185634739854257,0.0178943022578112,0.013312926437576,0.01864544497738,0.0105991443230068,0.0146755050611834,0.0140913961426414,0.0188027893416134,0.0168629331805172,0.0174983692611421,0.00874004985559228
2321,2024-04-26,0.0119403447966024,0.0116129755630968,0.0146939316643915,0.0104808673944474,0.0139907246026362,0.00884033756430692,0.0189547055123634,0.013135393410248,0.0158957842695407,0.018509685000375,0.0179677972874965,0.0133617476311225,0.0186321346927123,0.0105998076468167,0.0146506444962903,0.0143908245411581,0.0188047768812068,0.0168537441412768,0.0176334006605244,0.00875390392966068
2322,2024-04-29,0.0127675567436874,0.0123376165482916,0.0145614859965968,0.0104884910338147,0.0138060066254562,0.00886480222442885,0.019149025888615,0.0129428483875459,0.0158518203641134,0.018612956580448,0.0180447966145854,0.0133829082497489,0.0185669275107364,0.0104560043784522,0.0149372053598426,0.0144013091361203,0.0181100719328699,0.0170532434790019,0.0177576250964062,0.00874825581811546
2323,2024-04-30,0.0127571658616765,0.0123130456446864,0.0145439909278918,0.0104497640502104,0.0138910521281077,0.00825698481806248,0.0198115036268317,0.0124941722923885,0.015582956281317,0.0176986009160632,0.017407719540718,0.0133063128415337,0.0183216313203719,0.0103859546187658,0.0148755684559743,0.0135434097143682,0.0181585610804249,0.0164702729419051,0.0172811614935396,0.00871882541739346
2324,2024-05-06,0.0129290852075523,0.0123099890346116,0.0142416160484971,0.0105508540796485,0.0138558982027,0.00836240364273788,0.0196835235803748,0.0124777870718713,0.0156220288454748,0.0176878864557609,0.0173921072936601,0.0134090573676523,0.0182040902030797,0.0102381420251923,0.0150465559544238,0.0136298016104639,0.0180458157284216,0.016469505398996,0.0172904282986762,0.00862596638785614
2325,2024-05-07,0.0124411412165483,0.0120976951982846,0.0138666485850607,0.0104694171627215,0.0138856659411343,0.00830222115435081,0.0194436620349074,0.012379732709391,0.0155135940811072,0.0173356514824964,0.0171020684270309,0.0134454273620926,0.0181423004744964,0.0104562850857594,0.0148985186300757,0.0135748529647976,0.0180157283169476,0.0164419873773535,0.0171924916047565,0.00862704553310763
2326,2024-05-08,0.0114857843209546,0.0103484737575451,0.0137410507163778,0.00987513844854239,0.0138224179073499,0.00808294477898069,0.0190922642844402,0.0121446606029261,0.0152474172074386,0.0165035034791876,0.0169201693949504,0.01340073088264,0.0174592560334974,0.0102089467126421,0.0144561005488458,0.0128465636768806,0.0175338197373147,0.0162921036754318,0.0169878014744245,0.00873566064835017
2327,2024-05-09,0.011410345208528,0.0103506656253778,0.0136446733974993,0.00977456904208699,0.0138166685257161,0.00808560040832675,0.0189412640692001,0.0121649400425827,0.0152937337172394,0.0165549747506876,0.0169702288686565,0.0134556214105399,0.0174116709346727,0.0101987668990741,0.0143559402558771,0.0128524816344889,0.0174895434955444,0.0163267697954278,0.0171100295166288,0.00864797926557876
2328,2024-05-10,0.0114434618829649,0.0104226843625602,0.013660466033276,0.00972845066595699,0.0139012041045027,0.00809013735937775,0.0190624856176656,0.012174749498354,0.0152759923936836,0.0165693366315655,0.0169844454578747,0.0133970919093185,0.017414453408936,0.0101747436671026,0.0144046908532099,0.0128670118556006,0.0176055373965989,0.016314647003159,0.017378609469995,0.00861067160977752
2329,2024-05-13,0.0114367137743307,0.0104398412048747,0.0136236262654096,0.00967523097922112,0.0138977924399909,0.0080934574509598,0.0188930974851724,0.0120646270258094,0.0151773844174901,0.0164237091902468,0.0170628562473571,0.013344792598546,0.0174263896870768,0.0101708220354907,0.0146593217389266,0.0128118671015889,0.0176642090616356,0.0162711329735111,0.0173441940372666,0.00866184756699964
2330,2024-05-14,0.0114049349525497,0.0104327085122801,0.0136046653098312,0.00956204721549506,0.0138449621245754,0.00829134232654984,0.0189612832733102,0.0120524464111482,0.0150566191758527,0.0164066204521071,0.0170689115727555,0.0132021135192559,0.0175006621956492,0.0100195837163247,0.0146535767362924,0.0127190476411804,0.0177113597285384,0.016261308494582,0.017362292227725,0.0086801011435208
2331,2024-05-15,0.0113299448780243,0.0103984812986307,0.0134988933079409,0.009568788218864,0.014154344573909,0.00842717885287424,0.0188743649042602,0.0120759228962939,0.0151159138615548,0.0166114460067517,0.0171111529077997,0.013231894319644,0.0173940809507089,0.0101101138175841,0.0150639518555694,0.0126456922723958,0.0175736916050321,0.0162734794273631,0.0174562465891749,0.00878984296321455
2332,2024-05-16,0.0113226819153309,0.0103881726193139,0.013508989325767,0.00962759959111516,0.0145543158358814,0.0084325734006104,0.0188678491396524,0.0122640790792067,0.0147009561065774,0.0165256744945012,0.0170977067555872,0.013010321817904,0.0173793609211663,0.010232618672589,0.015252194467628,0.0122681226409811,0.0178159400469288,0.0164633592324468,0.0175587657877991,0.00883257395680947
2333,2024-05-17,0.0113122475684396,0.0103958134554695,0.0132235148521898,0.00970285226029702,0.0146522549798441,0.00840694645659257,0.01891898381625,0.0120365400092283,0.0145032218921855,0.0165079731261206,0.0170326733244241,0.0129652077755264,0.0172334713143567,0.0101899980682193,0.0152453609511878,0.0122690782128294,0.0175877504123124,0.0164496972647024,0.0175913726546875,0.00871583525624651
2334,2024-05-20,0.0112871570000092,0.0107838667504352,0.0135065149499298,0.00924106018252121,0.0146591406133255,0.00841552908928099,0.0199429301013708,0.0119366890550319,0.0118880354876557,0.0163965211145226,0.0170536148263399,0.0112898167906486,0.0181001952981036,0.0102305021620376,0.0154360853100927,0.011291619518485,0.0176201749917789,0.0167688497823507,0.0176937537318512,0.00830357911338032
2335,2024-05-21,0.0112885253066135,0.010667142380425,0.0134930081411782,0.00911326499282738,0.0147868000178727,0.00846857375666613,0.0199327550009091,0.0119467551002777,0.0112845128664637,0.016326324577533,0.0180290974930734,0.0101407160224022,0.0179273649989458,0.0102473405961697,0.015445594609127,0.0111449726822257,0.0176271857659306,0.0173908045489331,0.0185300851346061,0.00781087352891405
2336,2024-05-22,0.0113024647599664,0.0106585923942579,0.0134727282029064,0.00898432253869276,0.0148339635964757,0.00846827482519934,0.019933030624779,0.0118862457460497,0.0112851870064073,0.016380050056816,0.018318560485981,0.0101407071379694,0.0179739993985737,0.010285676902372,0.0154462062048214,0.0111448797385659,0.0176310800848537,0.0174236598378442,0.0186045949539602,0.00782163101692844
2337,2024-05-23,0.0107126238639125,0.0106669365146838,0.0123030712217501,0.00905987849349804,0.0144753703742631,0.00822318615985067,0.0187686136043336,0.0118255684705564,0.0117995353989177,0.0167167130788402,0.0190240893176143,0.0102958952064352,0.0173306467109087,0.00985345696908854,0.0145770194594979,0.0112312073805894,0.0173355366269224,0.0176257765271301,0.0190149134185082,0.00778320930536638
2338,2024-05-24,0.0106993564419496,0.0107353145681728,0.0123078117096578,0.00907942874403298,0.0147512079713122,0.00820078366604846,0.018883464206612,0.0122018950733673,0.0118224864370194,0.0167169229352915,0.0189930124594735,0.0102962810847977,0.0173037726229925,0.0101978230306404,0.0150138310315261,0.0112463487359876,0.0177620160483947,0.0176295528147201,0.0190260310476062,0.00758263980893819
2339,2024-05-27,0.0108596733143129,0.0108948059403662,0.0123658662039043,0.00868886107147571,0.0147483682303592,0.00812825433626701,0.0192705514140312,0.0123642878826008,0.0118436789463247,0.0167358890863772,0.0189453539293124,0.0102045344142631,0.0173442023138346,0.0102024570402911,0.0153055616899262,0.0113048309082356,0.0178510811823802,0.0176545487765718,0.0189412260544824,0.00745773301626811
2340,2024-05-28,0.0107629547610747,0.0109676767801068,0.0112904076883692,0.00867965986739817,0.0144872079185031,0.00784675617142029,0.0186780121454501,0.0122117171118675,0.0118244519678499,0.0165162129917961,0.0188024200561183,0.0100518854460485,0.0166068810046934,0.0100269257922004,0.0151819950615237,0.0111669865657918,0.0176344522047815,0.0176664424951143,0.0189747439759511,0.00743819458993972
2341,2024-05-29,0.010952490263256,0.0110372975420269,0.0111365756737805,0.00869951779746131,0.0144728563714065,0.00779409666227267,0.0189583744660177,0.0122161292087072,0.0119271329476212,0.0165589593728138,0.0188762605621869,0.0101215783405273,0.016546313257591,0.0100136627719886,0.0152099749892995,0.011142396182655,0.0176264549314833,0.0176753107886298,0.0189580778664984,0.00722055155868109
2342,2024-05-30,0.0110137546020047,0.0107755055048379,0.0110914529421832,0.008670078366468,0.0141285949966954,0.00762414908419717,0.018403331959762,0.0118704839881383,0.0119991988603114,0.016742003538384,0.0192775510745836,0.0102156204283589,0.0163666875999816,0.00955654820799946,0.0151851097884153,0.0109906443108975,0.0173201064577748,0.0179617228306918,0.0194932153279628,0.00718390014397095
2343,2024-05-31,0.0110959390156728,0.0107710028500983,0.0111327755939153,0.0087280998165453,0.0141340107163846,0.00761281576881061,0.018414508217308,0.0118302094143988,0.0119573322044261,0.0168018836020414,0.0192691482799105,0.010109040458688,0.0164350847902739,0.00961509752460047,0.0151939259899548,0.0110015894568262,0.0172967633111512,0.0179616364835282,0.0194924794490381,0.007171512154003
2344,2024-06-03,0.0111746706450387,0.010767393747665,0.0112118233135304,0.0088200581435096,0.0141934848761985,0.00761143391343826,0.0183714808355962,0.0118016580654024,0.0123937506435229,0.0168270348354609,0.0194805650777536,0.0105966982788849,0.0164152980898271,0.00976567114888799,0.0152300945328407,0.0109910570035506,0.0172693418659737,0.0181230676529133,0.0195216599807625,0.00691227746378161
2345,2024-06-04,0.011200468130852,0.0108051500174045,0.0114413156845911,0.00866242819077112,0.0144843510972585,0.00782275670610092,0.0183719977810658,0.0119715840137066,0.0120980889170968,0.0169147689378753,0.0193852363169634,0.0103772307430263,0.0171601135371621,0.00981144362132606,0.0153977065610431,0.0109614884297244,0.0174519450194852,0.0182295202417183,0.0195198915433804,0.00691033332340438
2346,2024-06-05,0.0112810766411869,0.010814610648481,0.0115901085703192,0.00869733908725357,0.0144147147934515,0.00785151153374733,0.0182831691143467,0.0119163405715214,0.0122236410747544,0.017315964225813,0.0196393797941254,0.0103948837647588,0.0171994162362087,0.00983503645023599,0.0153564119306237,0.0109626399202237,0.0173334127444861,0.017932607104954,0.0192736514759552,0.00667702655755402
2347,2024-06-06,0.0113529512454501,0.0110940771066564,0.0112300803826563,0.00869554348651409,0.0143551372682668,0.00790175273779413,0.0181406366367694,0.0118416873194418,0.0123416115872859,0.017452615541301,0.019702557070589,0.0106601027182502,0.0170423708547023,0.0097416551210611,0.0151881124456278,0.0106022811418175,0.0172808736485557,0.0180389088190777,0.0193361043410393,0.0063744721444066
2348,2024-06-07,0.011351210670818,0.0110980505415979,0.0112001264605682,0.00869169313632487,0.0144292640928652,0.00790156802287838,0.0181706085968756,0.0118896595217338,0.0125342004088165,0.0174536369059943,0.0196933872831485,0.0106789695178723,0.0170718821665525,0.00971787888626582,0.0153088786799283,0.0106053160337217,0.0173298156701475,0.0178132477923863,0.0192948244508825,0.00613760187072299
2349,2024-06-11,0.0115413169816874,0.0111286710643718,0.011396799327842,0.00881192824271957,0.0144779093228786,0.00802486830332525,0.0182214019251334,0.0121088828218182,0.0125823923856491,0.0176120661217911,0.0199139087438085,0.0106955641403858,0.0172495563296239,0.00976579717364455,0.0153689270973416,0.0104985354216672,0.0175142911328236,0.0182190409699951,0.0199840696466098,0.00611426589252593
2350,2024-06-12,0.0115393885837526,0.0109293319720301,0.0114202695278879,0.00851331464090898,0.0143926455654354,0.00797363881367068,0.0185457279494666,0.0121228881958008,0.0126868634972094,0.0172455766584103,0.0194480337879858,0.0105438028003942,0.0174316523376643,0.00972285091084983,0.0152633948375425,0.0105369534036758,0.0175694301243384,0.0181229797018575,0.0200615264173124,0.00613875041865272
2351,2024-06-13,0.0115573950989007,0.0108972702441572,0.0115332338283402,0.00871788796148245,0.0143900638567318,0.00795191108844442,0.0186344866102022,0.012076218093144,0.0127330308627348,0.0173261499124306,0.019246519748239,0.0105742881295624,0.0174282509450926,0.00971810038316891,0.0153158326618054,0.0104738908667399,0.0172711401821803,0.0182331362539441,0.02020715118786,0.00612704816444439
2352,2024-06-14,0.0113728938595641,0.0107710574345356,0.0111044419303371,0.00879763699840817,0.0144297319729637,0.00790516839072478,0.0181264802469442,0.0121675282683159,0.0125510874692608,0.0173550696481921,0.0192151360814935,0.0105096563356709,0.0170344935034505,0.0101965031660947,0.0153209344062928,0.0102707552904124,0.0174700738667552,0.0182244462455935,0.0202059548924879,0.00555510808150796
2353,2024-06-17,0.0112482535117464,0.0104120144077719,0.0106753996562319,0.00875957385845748,0.0140061161657374,0.00894933971742498,0.01782263508061,0.0118589834733202,0.0125462747782588,0.0176543294411713,0.0192450768557658,0.0105180343584235,0.0163739935162985,0.00944325461401254,0.0146021166261311,0.0102626613787561,0.0171522485868695,0.0180129659455816,0.0201111082352661,0.0055301058241241
2354,2024-06-18,0.0112623320977987,0.0104409239129821,0.0106675101025746,0.00856155152221173,0.0139494311413194,0.00888757529101765,0.0178046183358419,0.011836021749887,0.012647112349499,0.0175551301292409,0.0192444977699687,0.0105625774418004,0.0163469983727055,0.00937755553445797,0.0146091010640155,0.0102434344456183,0.0171122651245019,0.0180354605638909,0.0201041590378598,0.00553411167928992
2355,2024-06-19,0.0113153560610357,0.0103838200713388,0.0105668963993741,0.00855841493503352,0.0138595880481275,0.00877601707265307,0.0178108794130859,0.011853002437782,0.0126417710106096,0.0174524850396847,0.0190547218834414,0.0106768630310748,0.016334648392732,0.00934734753642539,0.0146199786536815,0.0102035007546568,0.0171304962017233,0.0181464718963691,0.0201007499246173,0.005580622581884
2356,2024-06-20,0.011512686176851,0.0105182958315596,0.0105240670474952,0.00844786038327455,0.0137636723692319,0.00876847005383479,0.0178067649143464,0.0118043072606242,0.0126824456502999,0.0171808044993908,0.0187667153047011,0.0108180852718634,0.0163672704081317,0.00929472871705824,0.014673866666675,0.00976003223191126,0.0169522872236812,0.0178601410976125,0.0199950566162629,0.00559709550217073
